letter,font,scale_y_letter,scale_y_font,min_x,min_y,max_x,max_y
K,TeluguMN,1.550387597,1.517378862,420,438,604,634
K,TeluguSangamMN,1.369863014,1.349660484,429,435,584,633
K,Thonburi,1.324503311,1.297495346,432,444,581,640
K,Times-Roman,1.515151515,1.484788007,398,415,603,611
K,TimesNewRomanPS-BoldMT,1.515151515,1.482880242,390,436,618,632
K,TimesNewRomanPSMT,1.515151515,1.482508729,397,436,609,632
K,TrajanPro-Regular,1.324503311,1.281950371,427,403,616,596
K,Trattatello,1.724137931,1.615598282,397,503,603,692
K,Trebuchet-BoldItalic,1.398601399,1.37166371,420,433,597,628
K,TrebuchetMS,1.398601399,1.375560028,441,433,579,629
K,Verdana,1.379310345,1.35818516,433,439,591,636
K,Waseem,1.388888889,1.357285039,437,425,584,620
K,WaseemLight,1.388888889,1.357285039,437,425,584,620
K,Webdings,1.379310345,1.261447211,374,467,625,651
K,Wingdings-Regular,1.315789474,1.469388249,388,415,611,638
K,Wingdings2,1.298701299,1.618312702,434,392,566,642
K,Wingdings3,1.388888889,1.899762496,363,402,637,676
K,Yantramanav-Regular,1.57480315,1.556239946,434,447,589,645
K,ZapfDingbatsITC,1.388888889,1.357285039,437,415,584,610
K,Zapfino,0.653594771,0.787688138,422,468,748,711
L,ACaslonPro-Regular,1.398601399,1.358742545,420,406,585,600
L,AGaramondPro-Regular,1.503759398,1.452846117,430,413,580,606
L,AdobeArabic-Regular,2.173913043,2.103309865,426,462,579,657
L,AdobeDevanagari-Regular,1.666666667,1.616004432,430,422,575,616
L,AdobeFanHeitiStd-Bold,1.315789474,1.294155249,453,415,560,613
L,AdobeFangsongStd-Regular,1.360544218,1.32935918,434,421,567,617
L,AdobeGothicStd-Bold,1.307189542,1.289151574,452,415,561,613
L,AdobeHebrew-Regular,1.515151515,1.469420142,429,412,578,606
L,AdobeHeitiStd-Regular,1.315789474,1.294155249,453,415,560,613
L,AdobeKaitiStd-Regular,1.360544218,1.328869443,434,421,568,617
L,AdobeMingStd-Light,1.369863014,1.353526288,412,421,586,619
L,AdobeMyungjoStd-Medium,1.398601399,1.369850432,419,424,580,620
L,AdobeNaskh-Medium,2.173913043,2.10559556,417,430,585,625
L,AdobeSongStd-Light,1.6,1.551189852,429,443,576,636
L,AlBayan,1.388888889,1.357285039,453,439,569,634
L,AlNile,1.388888889,1.357285039,453,417,569,612
L,AlTarikh,1.388888889,1.357285039,453,380,569,575
L,AmericanTypewriter,1.481481481,1.449054543,413,437,585,633
L,AndaleMono,1.459854015,1.438215154,450,432,557,630
L,Apple-Chancery,1.438848921,1.370502132,410,468,589,659
L,AppleBraille,1.324503311,1.297086098,449,405,555,601
L,AppleColorEmoji,1.324503311,1.297086098,449,433,555,629
L,AppleGothic,1.282051282,1.267837982,443,414,561,613
L,AppleMyungjo,1.388888889,1.360017343,414,422,582,618
L,AppleSDGothicNeo-Regular,1.492537313,1.475586221,451,422,564,620
L,AppleSymbols,1.869158879,1.830990553,442,425,571,621
L,Arial-Black,1.398601399,1.382812535,428,454,585,652
L,ArialHebrew,1.388888889,1.357285039,453,403,569,598
L,ArialHebrewScholar,1.388888889,1.357285039,453,403,569,598
L,ArialMT,1.398601399,1.384324744,443,427,567,625
L,ArialNarrow,1.398601399,1.384324744,453,431,554,629
L,ArialRoundedMTBold,1.379310345,1.359660112,438,431,577,628
L,ArialUnicodeMS,1.398601399,1.384324744,443,450,567,648
L,Athelas-Regular,1.526717557,1.482612102,430,436,581,632
L,Avenir-Black,1.418439716,1.402208199,446,441,571,639
L,AvenirNext-Regular,1.418439716,1.402208199,455,441,567,639
L,AvenirNextCondensed-Regular,1.418439716,1.404325479,472,442,549,640
L,Ayuthaya,1.324503311,1.296293642,449,442,555,638
L,Baghdad,1.388888889,1.357285039,453,429,569,624
L,BanglaMN,1.360544218,1.331138612,445,444,577,639
L,BanglaSangamMN,1.470588235,1.450327477,446,420,566,617
L,Baskerville,1.515151515,1.465791626,420,438,586,631
L,Beirut,1.388888889,1.357285039,445,408,574,603
L,BigCaslon-Medium,1.398601399,1.375987339,412,431,599,628
L,BirchStd,1.342281879,1.342281879,463,400,533,600
L,BlackoakStd,1.342281879,1.33292108,267,400,732,600
L,BodoniOrnamentsITCTT,1.030927835,1.079973518,478,420,521,629
L,BodoniSvtyTwoITCTT-Book,1.428571429,1.402761642,428,436,576,633
L,BodoniSvtyTwoOSITCTT-Book,1.428571429,1.402761642,428,436,576,633
L,BodoniSvtyTwoSCITCTT-Book,1.428571429,1.402761642,428,436,576,633
L,BradleyHandITCTT-Bold,1.886792453,1.743291476,415,462,621,648
L,BrushScriptMT,1.470588235,1.403977306,402,442,593,633
L,BrushScriptStd,1.379310345,1.317108169,393,405,603,596
L,Chalkboard,1.492537313,1.444606263,442,449,566,644
L,ChalkboardSE-Regular,1.492537313,1.445019118,440,472,567,666
L,Chalkduster,1.25,1.243826212,433,434,571,633
L,Champagne&Limousines,1.449275362,1.426650747,461,422,547,618
L,ChaparralPro-Regular,1.538461538,1.51260868,435,416,575,613
L,CharlemagneStd-Bold,1.204819277,1.305029995,435,408,574,625
L,Charter-Black,1.492537313,1.467157678,420,447,582,643
L,Cochin,1.526717557,1.493294713,414,439,598,636
L,ComicSansMS,1.25,1.274499992,442,449,565,652
L,CooperBlackStd,1.379310345,1.370519828,412,401,593,600
L,Copperplate,1.834862385,1.866773092,409,446,606,650
L,CorsivaHebrew,1.388888889,1.357285039,453,389,569,584
L,Courier,1.739130435,1.704041755,407,431,586,628
L,CourierNewPS-BoldMT,1.694915254,1.664818891,411,441,591,638
L,CourierNewPSMT,1.754385965,1.72378469,417,446,583,643
L,DINAlternate-Bold,1.408450704,1.40062026,443,432,570,631
L,DINCondensed-Bold,1.408450704,1.40062026,461,400,546,599
L,Damascus,1.388888889,1.357285039,453,383,569,578
L,DamascusBold,1.388888889,1.357285039,445,383,574,578
L,DamascusLight,1.388888889,1.357285039,453,383,569,578
L,DamascusMedium,1.388888889,1.357285039,445,383,574,578
L,DamascusSemiBold,1.388888889,1.357285039,445,383,574,578
L,DecoTypeNaskh,1.388888889,1.357285039,453,464,569,659
L,DevanagariMT,1.515151515,1.484788007,412,441,586,637
L,DevanagariSangamMN,1.470588235,1.450327477,446,437,566,634
L,Didot,1.408450704,1.378915942,413,433,581,629
L,DiwanKufi,1.388888889,1.357285039,453,493,569,688
L,DiwanMishafi,1.388888889,1.357285039,453,411,569,606
L,DiwanMishafiGold,1.388888889,1.357285039,453,411,569,606
L,DiwanThuluth,1.388888889,1.357285039,453,441,569,636
L,EuphemiaUCAS,1.315789474,1.292772758,452,443,562,641
L,Farah,1.388888889,1.357285039,453,407,569,602
L,Farisi,1.388888889,1.357285039,453,454,569,649
L,Futura-Medium,1.333333333,1.29743116,466,439,553,634
L,GB18030Bitmap,1.324503311,1.297086098,449,449,555,645
L,GeezaPro,1.388888889,1.357285039,453,426,569,621
L,Geneva,1.324503311,1.298598776,442,433,571,629
L,Georgia,1.449275362,1.419786766,427,434,585,630
L,GiddyupStd,1.265822785,1.357023159,424,401,570,616
L,GillSans,1.470588235,1.437548279,450,436,567,632
L,GujaratiMT,1.515151515,1.484788007,412,438,586,634
L,GujaratiSangamMN,1.19760479,1.180331752,446,426,566,623
L,GurmukhiMN,1.550387597,1.517378862,445,447,577,643
L,GurmukhiSangamMN,1.470588235,1.450327477,446,447,566,644
L,Helvetica,1.398601399,1.378190854,444,409,571,606
L,HelveticaNeue,1.408450704,1.388134014,444,434,576,632
L,Herculanum,1.612903226,1.610751794,453,426,572,627
L,HiraKakuPro-W3,1.298701299,1.298314558,442,415,576,615
L,HiraKakuProN-W3,1.298701299,1.298314558,442,415,576,615
L,HiraKakuStd-W8,1.19047619,1.182450884,433,415,579,612
L,HiraKakuStdN-W8,1.19047619,1.182450884,433,415,579,612
L,HiraMaruPro-W4,1.27388535,1.260407766,443,415,576,612
L,HiraMaruProN-W4,1.27388535,1.260407766,443,415,576,612
L,HiraMinPro-W3,1.379310345,1.363849566,430,414,578,611
L,HiraMinProN-W3,1.379310345,1.363849566,430,414,578,611
L,HiraginoSans-W3,1.298701299,1.298314558,442,415,576,615
L,HiraginoSansGB-W3,1.298701299,1.298314558,442,415,576,615
L,HoboStd,1.19760479,1.186206022,446,404,563,602
L,HoeflerText-Regular,1.438848921,1.394658692,421,408,585,602
L,ITFDevanagari-Book,1.515151515,1.484788007,412,459,586,655
L,ITFDevanagariMarathi-Book,1.515151515,1.484788007,412,459,586,655
L,Impact,1.265822785,1.250172339,462,429,544,626
L,InaiMathi,1.515151515,1.495677989,451,430,560,627
L,IowanOldStyle-Black,1.438848921,1.389171953,408,450,596,643
L,Kailasa,1.388888889,1.357285039,453,419,569,614
L,KannadaMN,1.550387597,1.5168707,448,438,574,634
L,KannadaSangamMN,1.470588235,1.450327477,446,444,566,641
L,Kefa-Regular,1.492537313,1.46354013,437,441,574,637
L,KhmerMN,1.739130435,1.700078846,444,471,576,667
L,KhmerSangamMN,1.449275362,1.428489768,442,463,563,660
L,KohinoorBangla-Regular,1.428571429,1.410059006,457,451,564,648
L,KohinoorDevanagari-Regular,1.428571429,1.410059006,457,451,564,648
L,KohinoorTelugu-Regular,1.428571429,1.410059006,457,451,564,648
L,Kokonor,1.438848921,1.370502132,410,457,589,648
L,KozGoPr6N-Regular,1.315789474,1.298494376,456,416,559,614
L,KozGoPro-Regular,1.315789474,1.298494376,456,416,559,614
L,KozMinPr6N-Regular,1.360544218,1.328869443,434,421,568,617
L,KozMinPro-Regular,1.360544218,1.328869443,434,421,568,617
L,Krungthep,1.342281879,1.336994856,444,434,555,634
L,KufiStandardGK,1.388888889,1.357285039,453,432,569,627
L,LaoMN,1.550387597,1.517378862,445,438,577,634
L,LaoSangamMN,1.470588235,1.450327477,446,448,566,645
L,LetterGothicStd,1.398601399,1.37754756,463,404,563,602
L,LithosPro-Regular,1.418439716,1.37731798,466,407,558,602
L,Lucida Bright Demibold,1.388888889,1.353740375,426,433,576,628
L,Lucida Bright Demibold Italic,1.388888889,1.351518297,401,433,560,628
L,Lucida Bright Italic,1.388888889,1.351297139,403,433,554,628
L,Lucida Bright Regular,1.388888889,1.353377016,430,433,571,628
L,Lucida Sans Demibold,1.388888889,1.357285039,445,434,574,629
L,Lucida Sans Regular,1.388888889,1.357285039,453,433,569,628
L,Lucida Sans Typewriter Bold,1.388888889,1.364795884,446,432,578,629
L,Lucida Sans Typewriter Regular,1.388888889,1.364071561,447,432,565,629
L,LucidaBright,1.388888889,1.353377016,430,433,571,628
L,LucidaGrande,1.388888889,1.357285039,453,435,569,630
L,LucidaSans,1.388888889,1.357285039,453,433,569,628
L,Luminari-Regular,1.257861635,1.218172745,425,438,575,631
L,MalayalamMN,1.550387597,1.517378862,445,456,577,652
L,MalayalamSangamMN,1.470588235,1.450327477,446,420,566,617
L,Marion-Regular,1.515151515,1.481397248,427,407,590,603
L,MarkerFelt-Thin,1.183431953,1.175298302,455,409,551,607
L,Menlo-Regular,1.379310345,1.359633448,446,428,569,626
L,MesquiteStd,1.307189542,1.303533068,469,401,531,601
L,MicrosoftSansSerif,1.398601399,1.384324744,445,429,567,627
L,MinionPro-Regular,1.550387597,1.504111734,429,414,576,609
L,Monaco,1.324503311,1.297086098,449,433,555,629
L,MonotypeGurmukhi,1.388888889,1.357285039,453,422,569,617
L,Montserrat-Regular,1.438848921,1.421263326,448,439,580,637
L,Mshtakan,1.515151515,1.484788007,412,436,586,632
L,MshtakanBold,1.481481481,1.443884217,409,433,588,628
L,MshtakanBoldOblique,1.503759398,1.460703649,404,435,583,630
L,MshtakanOblique,1.538461538,1.503372519,413,438,584,634
L,Muna,1.388888889,1.357285039,453,404,569,599
L,MunaBlack,1.388888889,1.357285039,445,404,574,599
L,MunaBold,1.388888889,1.357285039,445,404,574,599
L,MyanmarMN,1.550387597,1.517378862,445,451,577,647
L,MyanmarSangamMN,1.470588235,1.450327477,446,436,566,633
L,MyriadArabic-Regular,2.083333333,2.058044128,453,441,563,639
L,MyriadHebrew-Regular,1.492537313,1.470704313,453,412,563,610
L,MyriadPro-Regular,1.492537313,1.471506347,453,412,563,610
L,Nadeem,1.388888889,1.357285039,453,429,569,624
L,NewPeninimMT,1.388888889,1.357285039,453,403,569,598
L,Noteworthy-Light,1.156069364,1.125474972,452,453,550,647
L,NotoNastaliqUrdu,1.388888889,1.357285039,453,563,569,758
L,NuevaStd-Cond,1.612903226,1.599716912,451,411,555,609
L,OCRAStd,1.290322581,1.290004454,436,400,563,600
L,Optima-Regular,1.459854015,1.423112574,454,435,559,631
L,OratorStd,1.503759398,1.481003851,461,401,561,598
L,OriyaMN,1.550387597,1.517378862,445,438,577,634
L,OriyaSangamMN,1.257861635,1.24021996,446,433,566,630
L,PTMono-Regular,1.438848921,1.412577162,440,427,564,625
L,PTSans-Regular,1.438848921,1.40528931,450,430,567,626
L,PTSerif-Regular,1.438848921,1.395899657,431,446,571,641
L,Palatino-Roman,1.449275362,1.408397709,419,420,576,615
L,Papyrus,1.481481481,1.474158176,429,443,588,643
L,Phosphate-Inline,1.503759398,1.487611505,444,442,565,640
L,PingFangHK-Regular,1.408450704,1.391330364,438,449,575,647
L,PingFangSC-Regular,1.408450704,1.391330364,438,449,575,647
L,PingFangTC-Regular,1.408450704,1.391330364,438,449,575,647
L,PlantagenetCherokee,1.470588235,1.431334656,420,407,579,601
L,PoplarStd,1.342281879,1.335955608,449,402,550,602
L,PrestigeEliteStd-Bd,1.680672269,1.642658376,415,410,578,607
L,Raanana,1.515151515,1.484788007,412,410,586,606
L,RaananaBold,1.481481481,1.443884217,409,408,588,603
L,Roboto-Regular,1.408450704,1.392625746,448,431,568,629
L,Rockwell-Regular,1.360544218,1.328011744,426,395,569,590
L,RosewoodStd-Regular,1.333333333,1.328300786,437,414,578,614
L,STHeitiSC-Medium,1.369863014,1.347612508,459,403,557,600
L,STHeitiTC-Medium,1.369863014,1.347612508,459,403,557,600
L,STIXGeneral-Regular,1.515151515,1.484381136,412,460,586,656
L,STIXIntegralsD-Regular,1.388888889,1.357285039,453,600,569,795
L,STIXIntegralsSm-Regular,1.388888889,1.357285039,453,447,569,642
L,STIXIntegralsUp-Regular,1.388888889,1.357285039,453,447,569,642
L,STIXIntegralsUpD-Regular,1.388888889,1.357285039,453,600,569,795
L,STIXIntegralsUpSm-Regular,1.388888889,1.357285039,453,447,569,642
L,STIXNonUnicode-Regular,1.388888889,1.357285039,453,501,569,696
L,STIXSizeFiveSym-Regular,1.388888889,1.357285039,453,435,569,630
L,STIXSizeFourSym-Regular,1.388888889,1.357285039,453,657,569,852
L,STIXSizeOneSym-Regular,1.388888889,1.357285039,453,520,569,715
L,STIXSizeThreeSym-Regular,1.388888889,1.357285039,453,657,569,852
L,STIXSizeTwoSym-Regular,1.388888889,1.357285039,453,588,569,783
L,STIXVariants-Regular,1.388888889,1.357285039,453,447,569,642
L,STSong,1.587301587,1.529925851,415,421,588,614
L,STSongti-SC-Regular,1.587301587,1.529925851,415,452,589,645
L,Sana,1.388888889,1.357285039,453,406,569,601
L,Sathu,1.324503311,1.298598776,442,421,571,617
L,SavoyeLetPlain,1.503759398,1.471140498,411,409,587,606
L,Seravek,1.503759398,1.471667718,454,440,563,635
L,ShreeDev0714,1.360544218,1.344704084,450,426,570,624
L,SignPainter-HouseScript,1.57480315,1.56017636,442,417,540,615
L,Silom,1.342281879,1.336994856,444,428,555,628
L,SinhalaMN,1.550387597,1.517378862,445,438,577,634
L,SinhalaSangamMN,1.470588235,1.450327477,446,451,566,648
L,Skia-Regular,1.538461538,1.501613838,453,420,573,616
L,SnellRoundhand,1.136363636,1.334622192,403,435,664,670
L,StencilStd,1.342281879,1.327682022,431,401,579,599
L,SukhumvitSet-Medium,1.492537313,1.472849679,447,464,566,662
L,Superclarendon-Regular,1.351351351,1.330767393,409,433,590,630
L,Symbol,1.388888889,1.357285039,453,399,569,594
L,Tahoma,1.379310345,1.35818516,452,439,566,636
L,TamilMN,1.550387597,1.517378862,445,438,577,634
L,TamilSangamMN,1.470588235,1.450327477,446,412,566,609
L,TektonPro-Bold,1.526717557,1.50678574,448,408,562,607
L,TeluguMN,1.550387597,1.517378862,445,438,577,634
L,TeluguSangamMN,1.369863014,1.349660484,446,435,567,633
L,Thonburi,1.324503311,1.297495346,442,444,571,640
L,Times-Roman,1.515151515,1.484788007,412,415,586,611
L,TimesNewRomanPS-BoldMT,1.515151515,1.482880242,406,436,588,632
L,TimesNewRomanPSMT,1.515151515,1.482508729,415,436,583,632
L,TrajanPro-Regular,1.315789474,1.281950371,447,403,568,597
L,Trattatello,1.769911504,1.615598282,422,509,577,691
L,Trebuchet-BoldItalic,1.398601399,1.37166371,434,433,563,628
L,TrebuchetMS,1.398601399,1.375560028,450,433,565,629
L,Verdana,1.379310345,1.35818516,450,439,575,636
L,Waseem,1.388888889,1.357285039,453,425,569,620
L,WaseemLight,1.388888889,1.357285039,453,425,569,620
L,Webdings,1.212121212,1.261447211,439,422,541,630
L,Wingdings-Regular,1.315789474,1.469388249,388,415,611,638
L,Wingdings2,1.298701299,1.618312702,434,392,566,642
L,Wingdings3,1.388888889,1.899762496,363,402,637,676
L,Yantramanav-Regular,1.57480315,1.556239946,448,447,569,645
L,ZapfDingbatsITC,1.388888889,1.357285039,453,415,569,610
L,Zapfino,0.847457627,0.787688138,417,471,591,658
M,ACaslonPro-Regular,1.398601399,1.358742545,369,406,625,600
M,AGaramondPro-Regular,1.492537313,1.452846117,374,413,622,608
M,AdobeArabic-Regular,2.173913043,2.103309865,369,462,629,657
M,AdobeDevanagari-Regular,1.666666667,1.616004432,374,422,624,616
M,AdobeFanHeitiStd-Bold,1.307189542,1.294155249,402,415,597,613
M,AdobeFangsongStd-Regular,1.351351351,1.32935918,389,421,610,619
M,AdobeGothicStd-Bold,1.307189542,1.289151574,400,415,598,613
M,AdobeHebrew-Regular,1.515151515,1.469420142,372,412,625,606
M,AdobeHeitiStd-Regular,1.307189542,1.294155249,402,415,597,613
M,AdobeKaitiStd-Regular,1.351351351,1.328869443,388,421,611,619
M,AdobeMingStd-Light,1.369863014,1.353526288,382,421,613,619
M,AdobeMyungjoStd-Medium,1.379310345,1.369850432,386,424,614,622
M,AdobeNaskh-Medium,2.173913043,2.10559556,365,430,630,624
M,AdobeSongStd-Light,1.6,1.551189852,367,443,629,636
M,AlBayan,1.388888889,1.357285039,408,439,591,634
M,AlNile,1.388888889,1.357285039,408,417,591,612
M,AlTarikh,1.388888889,1.357285039,408,380,591,575
M,AmericanTypewriter,1.470588235,1.449054543,368,437,632,634
M,AndaleMono,1.459854015,1.438215154,438,432,564,630
M,Apple-Chancery,1.438848921,1.370502132,380,468,642,659
M,AppleBraille,1.324503311,1.297086098,429,405,570,601
M,AppleColorEmoji,1.324503311,1.297086098,429,433,570,629
M,AppleGothic,1.282051282,1.267837982,395,414,603,613
M,AppleMyungjo,1.388888889,1.360017343,377,422,622,618
M,AppleSDGothicNeo-Regular,1.492537313,1.475586221,408,422,592,620
M,AppleSymbols,1.869158879,1.830990553,416,425,583,621
M,Arial-Black,1.398601399,1.382812535,388,454,611,652
M,ArialHebrew,1.388888889,1.357285039,408,403,591,598
M,ArialHebrewScholar,1.388888889,1.357285039,408,403,591,598
M,ArialMT,1.398601399,1.384324744,405,427,594,625
M,ArialNarrow,1.398601399,1.384324744,421,431,576,629
M,ArialRoundedMTBold,1.369863014,1.359660112,406,434,594,632
M,ArialUnicodeMS,1.398601399,1.384324744,406,450,594,648
M,Athelas-Regular,1.503759398,1.482612102,378,436,619,634
M,Avenir-Black,1.418439716,1.402208199,388,441,612,639
M,AvenirNext-Regular,1.418439716,1.402208199,402,441,597,639
M,AvenirNextCondensed-Regular,1.418439716,1.404325479,422,442,577,640
M,Ayuthaya,1.324503311,1.296293642,429,442,570,638
M,Baghdad,1.388888889,1.357285039,408,429,591,624
M,BanglaMN,1.360544218,1.331138612,390,444,609,639
M,BanglaSangamMN,1.470588235,1.450327477,409,420,590,617
M,Baskerville,1.515151515,1.465791626,369,438,630,631
M,Beirut,1.388888889,1.357285039,401,408,598,603
M,BigCaslon-Medium,1.398601399,1.375987339,370,431,627,628
M,BirchStd,1.342281879,1.342281879,444,400,554,600
M,BlackoakStd,1.342281879,1.33292108,202,400,797,600
M,BodoniOrnamentsITCTT,1.020408163,1.079973518,469,416,525,628
M,BodoniSvtyTwoITCTT-Book,1.428571429,1.402761642,399,436,603,632
M,BodoniSvtyTwoOSITCTT-Book,1.428571429,1.402761642,399,436,603,632
M,BodoniSvtyTwoSCITCTT-Book,1.428571429,1.402761642,399,436,603,632
M,BradleyHandITCTT-Bold,1.834862385,1.743291476,356,465,639,657
M,BrushScriptMT,1.470588235,1.403977306,370,443,637,634
M,BrushScriptStd,1.333333333,1.317108169,361,404,666,601
M,Chalkboard,1.438848921,1.444606263,389,448,611,648
M,ChalkboardSE-Regular,1.438848921,1.445019118,387,470,612,670
M,Chalkduster,1.257861635,1.243826212,410,449,593,646
M,Champagne&Limousines,1.449275362,1.426650747,413,422,587,618
M,ChaparralPro-Regular,1.538461538,1.51260868,382,416,616,613
M,CharlemagneStd-Bold,1.408450704,1.305029995,361,408,636,594
M,Charter-Black,1.492537313,1.467157678,364,447,634,643
M,Cochin,1.526717557,1.493294713,356,439,645,636
M,ComicSansMS,1.265822785,1.274499992,401,450,602,651
M,CooperBlackStd,1.379310345,1.370519828,376,401,623,599
M,Copperplate,1.904761905,1.866773092,377,446,622,642
M,CorsivaHebrew,1.388888889,1.357285039,408,389,591,584
M,Courier,1.739130435,1.704041755,400,431,600,628
M,CourierNewPS-BoldMT,1.694915254,1.664818891,393,441,607,638
M,CourierNewPSMT,1.754385965,1.72378469,400,446,600,643
M,DINAlternate-Bold,1.408450704,1.40062026,415,432,585,631
M,DINCondensed-Bold,1.408450704,1.40062026,435,400,564,599
M,Damascus,1.388888889,1.357285039,408,383,591,578
M,DamascusBold,1.388888889,1.357285039,401,383,598,578
M,DamascusLight,1.388888889,1.357285039,408,383,591,578
M,DamascusMedium,1.388888889,1.357285039,401,383,598,578
M,DamascusSemiBold,1.388888889,1.357285039,401,383,598,578
M,DecoTypeNaskh,1.388888889,1.357285039,408,464,591,659
M,DevanagariMT,1.515151515,1.484788007,371,441,624,637
M,DevanagariSangamMN,1.470588235,1.450327477,409,437,590,634
M,Didot,1.398601399,1.378915942,387,433,612,630
M,DiwanKufi,1.388888889,1.357285039,408,493,591,688
M,DiwanMishafi,1.388888889,1.357285039,408,411,591,606
M,DiwanMishafiGold,1.388888889,1.357285039,408,411,591,606
M,DiwanThuluth,1.388888889,1.357285039,408,441,591,636
M,EuphemiaUCAS,1.315789474,1.292772758,419,443,581,641
M,Farah,1.388888889,1.357285039,408,407,591,602
M,Farisi,1.388888889,1.357285039,408,454,591,649
M,Futura-Medium,1.183431953,1.29743116,391,425,605,643
M,GB18030Bitmap,1.324503311,1.297086098,429,449,570,645
M,GeezaPro,1.388888889,1.357285039,408,426,591,621
M,Geneva,1.324503311,1.298598776,416,433,584,629
M,Georgia,1.449275362,1.419786766,374,434,618,630
M,GiddyupStd,1.379310345,1.357023159,384,396,611,593
M,GillSans,1.470588235,1.437548279,409,436,592,632
M,GujaratiMT,1.515151515,1.484788007,371,438,624,634
M,GujaratiSangamMN,1.19760479,1.180331752,409,426,590,623
M,GurmukhiMN,1.550387597,1.517378862,390,447,610,643
M,GurmukhiSangamMN,1.470588235,1.450327477,409,447,590,644
M,Helvetica,1.398601399,1.378190854,405,409,595,606
M,HelveticaNeue,1.408450704,1.388134014,401,434,598,632
M,Herculanum,1.666666667,1.610751794,336,439,659,632
M,HiraKakuPro-W3,1.315789474,1.298314558,397,415,602,613
M,HiraKakuProN-W3,1.315789474,1.298314558,397,415,602,613
M,HiraKakuStd-W8,1.19760479,1.182450884,393,415,606,611
M,HiraKakuStdN-W8,1.19760479,1.182450884,393,415,606,611
M,HiraMaruPro-W4,1.265822785,1.260407766,401,415,598,614
M,HiraMaruProN-W4,1.265822785,1.260407766,401,415,598,614
M,HiraMinPro-W3,1.379310345,1.363849566,381,414,615,611
M,HiraMinProN-W3,1.379310345,1.363849566,381,414,615,611
M,HiraginoSans-W3,1.315789474,1.298314558,397,415,602,613
M,HiraginoSansGB-W3,1.315789474,1.298314558,397,415,602,613
M,HoboStd,1.204819277,1.186206022,408,404,590,601
M,HoeflerText-Regular,1.408450704,1.394658692,365,408,629,607
M,ITFDevanagari-Book,1.515151515,1.484788007,371,459,624,655
M,ITFDevanagariMarathi-Book,1.515151515,1.484788007,371,459,624,655
M,Impact,1.265822785,1.250172339,420,429,578,626
M,InaiMathi,1.515151515,1.495677989,419,430,581,627
M,IowanOldStyle-Black,1.438848921,1.389171953,356,449,643,643
M,Kailasa,1.388888889,1.357285039,408,419,591,614
M,KannadaMN,1.550387597,1.5168707,390,438,607,634
M,KannadaSangamMN,1.470588235,1.450327477,409,444,590,641
M,Kefa-Regular,1.503759398,1.46354013,388,441,611,636
M,KhmerMN,1.739130435,1.700078846,389,471,609,667
M,KhmerSangamMN,1.449275362,1.428489768,411,463,593,660
M,KohinoorBangla-Regular,1.428571429,1.410059006,406,451,593,648
M,KohinoorDevanagari-Regular,1.428571429,1.410059006,406,451,593,648
M,KohinoorTelugu-Regular,1.428571429,1.410059006,406,451,593,648
M,Kokonor,1.438848921,1.370502132,380,457,642,648
M,KozGoPr6N-Regular,1.315789474,1.298494376,403,416,595,614
M,KozGoPro-Regular,1.315789474,1.298494376,403,416,595,614
M,KozMinPr6N-Regular,1.351351351,1.328869443,388,421,611,619
M,KozMinPro-Regular,1.351351351,1.328869443,388,421,611,619
M,Krungthep,1.342281879,1.336994856,389,434,611,634
M,KufiStandardGK,1.388888889,1.357285039,408,432,591,627
M,LaoMN,1.550387597,1.517378862,390,438,610,634
M,LaoSangamMN,1.470588235,1.450327477,409,448,590,645
M,LetterGothicStd,1.398601399,1.37754756,440,404,559,602
M,LithosPro-Regular,1.342281879,1.37731798,361,403,639,607
M,Lucida Bright Demibold,1.388888889,1.353740375,383,433,617,628
M,Lucida Bright Demibold Italic,1.388888889,1.351518297,358,433,628,628
M,Lucida Bright Italic,1.388888889,1.351297139,364,433,623,628
M,Lucida Bright Regular,1.388888889,1.353377016,388,433,610,628
M,Lucida Sans Demibold,1.388888889,1.357285039,401,434,598,629
M,Lucida Sans Regular,1.388888889,1.357285039,408,433,591,628
M,Lucida Sans Typewriter Bold,1.388888889,1.364795884,429,432,571,629
M,Lucida Sans Typewriter Regular,1.388888889,1.364071561,430,432,569,629
M,LucidaBright,1.388888889,1.353377016,388,433,610,628
M,LucidaGrande,1.388888889,1.357285039,408,435,591,630
M,LucidaSans,1.388888889,1.357285039,408,433,591,628
M,Luminari-Regular,1.351351351,1.218172745,372,441,629,621
M,MalayalamMN,1.550387597,1.517378862,390,456,610,652
M,MalayalamSangamMN,1.470588235,1.450327477,409,420,590,617
M,Marion-Regular,1.515151515,1.481397248,376,407,617,603
M,MarkerFelt-Thin,1.156069364,1.175298302,402,410,605,613
M,Menlo-Regular,1.379310345,1.359633448,422,429,563,626
M,MesquiteStd,1.307189542,1.303533068,451,401,549,601
M,MicrosoftSansSerif,1.398601399,1.384324744,407,429,593,627
M,MinionPro-Regular,1.550387597,1.504111734,373,414,625,609
M,Monaco,1.324503311,1.297086098,429,433,570,629
M,MonotypeGurmukhi,1.388888889,1.357285039,408,422,591,617
M,Montserrat-Regular,1.438848921,1.421263326,396,439,602,637
M,Mshtakan,1.515151515,1.484788007,371,436,624,632
M,MshtakanBold,1.481481481,1.443884217,368,433,630,628
M,MshtakanBoldOblique,1.470588235,1.460703649,361,435,637,634
M,MshtakanOblique,1.538461538,1.503372519,372,438,640,634
