letter,font,min_x,min_y,max_x,max_y
J,MyanmarMN,456,468,529,599
J,MyanmarSangamMN,461,456,535,596
J,MyriadArabic-Regular,474,471,516,569
J,MyriadHebrew-Regular,463,440,523,577
J,MyriadPro-Regular,463,440,523,577
J,Nadeem,451,447,513,620
J,NewPeninimMT,451,428,513,601
J,Noteworthy-Light,453,458,565,630
J,NotoNastaliqUrdu,451,546,513,719
J,NuevaStd-Cond,469,444,527,571
J,OCRAStd,460,422,539,577
J,Optima-Regular,466,455,509,620
J,OratorStd,461,433,527,568
J,OriyaMN,456,460,529,591
J,OriyaSangamMN,455,445,542,608
J,PTMono-Regular,456,449,538,590
J,PTSans-Regular,464,450,509,591
J,PTSerif-Regular,473,462,524,633
J,Palatino-Roman,464,444,528,620
J,Papyrus,447,461,541,599
J,Phosphate-Inline,462,460,531,593
J,PingFangHK-Regular,451,463,537,608
J,PingFangSC-Regular,451,463,537,608
J,PingFangTC-Regular,451,463,537,608
J,PlantagenetCherokee,442,435,532,612
J,PoplarStd,459,427,538,576
J,PrestigeEliteStd-Bd,454,446,548,568
J,Raanana,463,439,534,574
J,RaananaBold,450,436,545,591
J,Roboto-Regular,450,450,539,594
J,Rockwell-Regular,458,420,530,614
J,RosewoodStd-Regular,456,435,559,586
J,STHeitiSC-Medium,458,427,532,577
J,STHeitiTC-Medium,458,427,532,577
J,STIXGeneral-Regular,461,473,533,608
J,STIXIntegralsD-Regular,451,574,513,747
J,STIXIntegralsSm-Regular,451,461,513,634
J,STIXIntegralsUp-Regular,451,461,513,634
J,STIXIntegralsUpD-Regular,451,574,513,747
J,STIXIntegralsUpSm-Regular,451,461,513,634
J,STIXNonUnicode-Regular,451,500,513,673
J,STIXSizeFiveSym-Regular,451,451,513,624
J,STIXSizeFourSym-Regular,451,616,513,789
J,STIXSizeOneSym-Regular,451,514,513,687
J,STIXSizeThreeSym-Regular,451,616,513,789
J,STIXSizeTwoSym-Regular,451,565,513,738
J,STIXVariants-Regular,451,461,513,634
J,STSong,449,448,521,613
J,STSongti-SC-Regular,449,468,522,633
J,Sana,451,430,513,603
J,Sathu,454,439,535,595
J,SavoyeLetPlain,450,437,541,598
J,Seravek,472,459,509,624
J,ShreeDev0714,455,445,534,595
J,SignPainter-HouseScript,454,445,563,573
J,Silom,442,446,541,595
J,SinhalaMN,456,460,529,591
J,SinhalaSangamMN,461,466,535,606
J,Skia-Regular,465,447,517,580
J,SnellRoundhand,401,454,630,653
J,StencilStd,440,425,554,577
J,SukhumvitSet-Medium,464,476,522,612
J,Superclarendon-Regular,441,449,560,601
J,Symbol,451,426,513,599
J,Tahoma,458,455,527,602
J,TamilMN,456,460,529,591
J,TamilSangamMN,461,439,535,579
J,TektonPro-Bold,449,440,540,578
J,TeluguMN,456,460,529,591
J,TeluguSangamMN,459,452,538,602
J,Thonburi,454,457,535,613
J,Times-Roman,463,442,534,577
J,TimesNewRomanPS-BoldMT,452,457,548,592
J,TimesNewRomanPSMT,465,457,537,592
J,TrajanPro-Regular,465,424,525,625
J,Trattatello,438,501,538,659
J,Trebuchet-BoldItalic,449,450,551,595
J,TrebuchetMS,456,450,532,595
J,Verdana,459,455,527,602
J,Waseem,451,445,513,618
J,WaseemLight,451,445,513,618
J,Webdings,400,433,599,619
J,Wingdings-Regular,424,441,576,593
J,Wingdings2,458,434,540,588
J,Wingdings3,428,448,572,592
J,Yantramanav-Regular,455,466,534,595
J,ZapfDingbatsITC,451,437,513,610
J,Zapfino,355,465,674,741
K,ACaslonPro-Regular,440,431,573,574
K,AGaramondPro-Regular,440,440,572,573
K,AdobeArabic-Regular,455,482,549,574
K,AdobeDevanagari-Regular,445,451,561,571
K,AdobeFanHeitiStd-Bold,456,435,561,587
K,AdobeFangsongStd-Regular,444,440,558,587
K,AdobeGothicStd-Bold,453,434,563,587
K,AdobeHebrew-Regular,438,440,568,572
K,AdobeHeitiStd-Regular,456,435,561,587
K,AdobeKaitiStd-Regular,443,440,560,587
K,AdobeMingStd-Light,431,441,570,587
K,AdobeMyungjoStd-Medium,429,444,570,587
K,AdobeNaskh-Medium,454,467,553,559
K,AdobeSongStd-Light,440,462,562,587
K,AlBayan,453,455,561,599
K,AlNile,453,438,561,582
K,AlTarikh,453,411,561,555
K,AmericanTypewriter,425,456,578,591
K,AndaleMono,460,453,557,590
K,Apple-Chancery,431,480,588,614
K,AppleBraille,455,427,559,578
K,AppleColorEmoji,455,448,559,599
K,AppleGothic,444,433,562,589
K,AppleMyungjo,425,442,575,586
K,AppleSDGothicNeo-Regular,459,447,553,581
K,AppleSymbols,463,459,544,566
K,Arial-Black,431,467,583,610
K,ArialHebrew,453,428,561,572
K,ArialHebrewScholar,453,428,561,572
K,ArialMT,447,447,565,590
K,ArialNarrow,457,450,554,593
K,ArialRoundedMTBold,441,449,563,597
K,ArialUnicodeMS,447,463,565,606
K,Athelas-Regular,443,457,566,588
K,Avenir-Black,443,458,575,599
K,AvenirNext-Regular,455,458,562,599
K,AvenirNextCondensed-Regular,468,458,546,599
K,Ayuthaya,455,455,559,606
K,Baghdad,453,447,561,591
K,BanglaMN,441,458,579,605
K,BanglaSangamMN,451,445,557,581
K,Baskerville,427,457,578,589
K,Beirut,447,432,568,576
K,BigCaslon-Medium,431,450,583,593
K,BirchStd,467,425,535,574
K,BlackoakStd,314,425,686,574
K,BodoniOrnamentsITCTT,480,425,519,619
K,BodoniSvtyTwoITCTT-Book,438,455,571,594
K,BodoniSvtyTwoOSITCTT-Book,438,455,571,594
K,BodoniSvtyTwoSCITCTT-Book,438,455,571,594
K,BradleyHandITCTT-Bold,440,479,578,596
K,BrushScriptMT,433,465,582,600
K,BrushScriptStd,430,431,607,576
K,Chalkboard,451,464,549,599
K,ChalkboardSE-Regular,450,480,550,615
K,Chalkduster,438,442,559,607
K,Champagne&Limousines,462,445,549,583
K,ChaparralPro-Regular,447,444,565,574
K,CharlemagneStd-Bold,429,430,583,576
K,Charter-Black,432,463,575,597
K,Cochin,432,459,576,590
K,ComicSansMS,459,461,560,621
K,CooperBlackStd,415,428,586,573
K,Copperplate,447,471,562,576
K,CorsivaHebrew,453,418,561,562
K,Courier,447,460,554,575
K,CourierNewPS-BoldMT,442,465,560,583
K,CourierNewPSMT,448,469,554,583
K,DINAlternate-Bold,452,451,562,593
K,DINCondensed-Bold,466,429,542,571
K,Damascus,453,413,561,557
K,DamascusBold,447,413,568,557
K,DamascusLight,453,413,561,557
K,DamascusMedium,447,413,568,557
K,DamascusSemiBold,447,413,568,557
K,DecoTypeNaskh,453,473,561,617
K,DevanagariMT,431,460,569,592
K,DevanagariSangamMN,451,456,557,592
K,Didot,432,452,575,594
K,DiwanKufi,453,495,561,639
K,DiwanMishafi,453,434,561,578
K,DiwanMishafiGold,453,434,561,578
K,DiwanThuluth,453,457,561,601
K,EuphemiaUCAS,453,457,556,609
K,Farah,453,431,561,575
K,Farisi,453,466,561,610
K,Futura-Medium,452,453,564,603
K,GB18030Bitmap,455,461,559,612
K,GeezaPro,453,445,561,589
K,Geneva,448,448,563,599
K,Georgia,441,453,574,591
K,GiddyupStd,435,431,593,587
K,GillSans,449,455,565,591
K,GujaratiMT,431,458,569,590
K,GujaratiSangamMN,441,437,571,604
K,GurmukhiMN,447,465,569,594
K,GurmukhiSangamMN,451,463,557,599
K,Helvetica,448,433,565,576
K,HelveticaNeue,448,453,566,595
K,Herculanum,439,456,578,582
K,HiraKakuPro-W3,444,434,566,586
K,HiraKakuProN-W3,444,434,566,586
K,HiraKakuStd-W8,426,427,584,594
K,HiraKakuStdN-W8,426,427,584,594
K,HiraMaruPro-W4,448,432,563,590
K,HiraMaruProN-W4,448,432,563,590
K,HiraMinPro-W3,438,436,568,581
K,HiraMinProN-W3,438,436,568,581
K,HiraginoSans-W3,444,434,566,586
K,HiraginoSansGB-W3,444,434,566,586
K,HoboStd,445,419,558,586
K,HoeflerText-Regular,426,435,578,574
K,ITFDevanagari-Book,431,472,569,604
K,ITFDevanagariMarathi-Book,431,472,569,604
K,Impact,454,442,554,600
K,InaiMathi,458,452,552,584
K,IowanOldStyle-Black,417,464,588,603
K,Kailasa,453,440,561,584
K,KannadaMN,449,460,567,589
K,KannadaSangamMN,451,461,557,597
K,Kefa-Regular,443,460,564,595
K,KhmerMN,452,483,560,598
K,KhmerSangamMN,448,473,556,611
K,KohinoorBangla-Regular,460,464,554,604
K,KohinoorDevanagari-Regular,460,464,554,604
K,KohinoorTelugu-Regular,460,464,554,604
K,Kokonor,431,473,588,607
K,KozGoPr6N-Regular,459,435,559,587
K,KozGoPro-Regular,459,435,559,587
K,KozMinPr6N-Regular,443,440,560,587
K,KozMinPro-Regular,443,440,560,587
K,Krungthep,441,452,558,601
K,KufiStandardGK,453,450,561,594
K,LaoMN,447,460,569,589
K,LaoSangamMN,451,464,557,600
K,LetterGothicStd,468,430,552,574
K,LithosPro-Regular,457,431,561,574
K,Lucida Bright Demibold,429,451,574,595
K,Lucida Bright Demibold Italic,432,451,586,595
K,Lucida Bright Italic,434,451,586,595
K,Lucida Bright Regular,433,451,570,595
K,Lucida Sans Demibold,447,451,568,595
K,Lucida Sans Regular,453,450,561,594
K,Lucida Sans Typewriter Bold,453,450,560,594
K,Lucida Sans Typewriter Regular,456,451,557,595
K,LucidaBright,433,451,570,595
K,LucidaGrande,453,452,561,596
K,LucidaSans,453,450,561,594
K,Luminari-Regular,423,454,603,623
K,MalayalamMN,447,471,569,600
K,MalayalamSangamMN,451,445,557,581
K,Marion-Regular,437,437,576,569
K,MarkerFelt-Thin,448,422,558,592
K,Menlo-Regular,453,447,559,592
K,MesquiteStd,470,424,531,577
K,MicrosoftSansSerif,449,449,565,592
K,MinionPro-Regular,441,443,566,572
K,Monaco,455,448,559,599
K,MonotypeGurmukhi,453,442,561,586
K,Montserrat-Regular,451,457,569,596
K,Mshtakan,431,457,569,589
K,MshtakanBold,427,454,574,589
K,MshtakanBoldOblique,426,456,571,589
K,MshtakanOblique,434,459,577,589
K,Muna,453,429,561,573
K,MunaBlack,447,429,568,573
K,MunaBold,447,429,568,573
K,MyanmarMN,447,468,569,597
K,MyanmarSangamMN,451,456,557,592
K,MyriadArabic-Regular,471,471,539,567
K,MyriadHebrew-Regular,461,440,556,574
K,MyriadPro-Regular,461,440,556,574
K,Nadeem,453,447,561,591
K,NewPeninimMT,453,428,561,572
K,Noteworthy-Light,443,456,571,635
K,NotoNastaliqUrdu,453,546,561,690
K,NuevaStd-Cond,463,444,547,568
K,OCRAStd,450,422,549,577
K,Optima-Regular,457,455,559,592
K,OratorStd,472,431,544,569
K,OriyaMN,447,460,569,589
K,OriyaSangamMN,443,445,567,604
K,PTMono-Regular,457,449,558,588
K,PTSans-Regular,456,450,553,589
K,PTSerif-Regular,440,462,564,601
K,Palatino-Roman,432,444,570,582
K,Papyrus,442,462,571,598
K,Phosphate-Inline,444,460,566,593
K,PingFangHK-Regular,445,463,568,605
K,PingFangSC-Regular,445,463,568,605
K,PingFangTC-Regular,445,463,568,605
K,PlantagenetCherokee,432,435,569,571
K,PoplarStd,458,427,545,576
K,PrestigeEliteStd-Bd,446,446,557,565
K,Raanana,431,439,569,571
K,RaananaBold,427,436,574,571
K,Roboto-Regular,453,450,562,592
K,Rockwell-Regular,435,420,566,567
K,RosewoodStd-Regular,443,435,569,585
K,STHeitiSC-Medium,457,427,558,573
K,STHeitiTC-Medium,457,427,558,573
K,STIXGeneral-Regular,434,473,572,605
K,STIXIntegralsD-Regular,453,574,561,718
K,STIXIntegralsSm-Regular,453,461,561,605
K,STIXIntegralsUp-Regular,453,461,561,605
K,STIXIntegralsUpD-Regular,453,574,561,718
K,STIXIntegralsUpSm-Regular,453,461,561,605
K,STIXNonUnicode-Regular,453,500,561,644
K,STIXSizeFiveSym-Regular,453,451,561,595
K,STIXSizeFourSym-Regular,453,616,561,760
K,STIXSizeOneSym-Regular,453,514,561,658
K,STIXSizeThreeSym-Regular,453,616,561,760
K,STIXSizeTwoSym-Regular,453,565,561,709
K,STIXVariants-Regular,453,461,561,605
K,STSong,432,448,577,574
K,STSongti-SC-Regular,432,468,577,594
K,Sana,453,430,561,574
K,Sathu,448,439,563,590
K,SavoyeLetPlain,423,437,586,573
K,Seravek,458,459,557,592
K,ShreeDev0714,451,445,563,592
K,SignPainter-HouseScript,458,446,570,573
K,Silom,441,446,558,595
K,SinhalaMN,447,460,569,589
K,SinhalaSangamMN,451,466,557,602
K,Skia-Regular,459,445,560,579
K,SnellRoundhand,429,451,659,595
K,StencilStd,429,425,576,574
K,SukhumvitSet-Medium,456,476,558,610
K,Superclarendon-Regular,414,449,587,597
K,Symbol,453,426,561,570
K,Tahoma,455,455,561,600
K,TamilMN,447,460,569,589
K,TamilSangamMN,451,439,557,575
K,TektonPro-Bold,454,439,554,569
K,TeluguMN,447,460,569,589
K,TeluguSangamMN,448,452,562,598
K,Thonburi,448,457,563,608
K,Times-Roman,431,442,569,574
K,TimesNewRomanPS-BoldMT,426,457,579,589
K,TimesNewRomanPSMT,431,457,574,589
K,TrajanPro-Regular,443,424,591,575
K,Trattatello,436,502,564,618
K,Trebuchet-BoldItalic,441,450,571,593
K,TrebuchetMS,456,450,557,593
K,Verdana,451,455,567,600
K,Waseem,453,445,561,589
K,WaseemLight,453,445,561,589
K,Webdings,400,474,599,619
K,Wingdings-Regular,424,441,576,593
K,Wingdings2,458,434,540,588
K,Wingdings3,428,448,572,592
K,Yantramanav-Regular,457,466,557,593
K,ZapfDingbatsITC,453,437,561,581
K,Zapfino,402,460,815,766
L,ACaslonPro-Regular,441,431,563,574
L,AGaramondPro-Regular,451,440,555,573
L,AdobeArabic-Regular,465,482,537,574
L,AdobeDevanagari-Regular,457,451,547,571
L,AdobeFanHeitiStd-Bold,465,435,547,587
L,AdobeFangsongStd-Regular,451,440,551,587
L,AdobeGothicStd-Bold,463,434,547,587
L,AdobeHebrew-Regular,452,440,553,572
L,AdobeHeitiStd-Regular,465,435,547,587
L,AdobeKaitiStd-Regular,450,440,551,587
L,AdobeMingStd-Light,434,441,563,587
L,AdobeMyungjoStd-Medium,440,444,558,587
L,AdobeNaskh-Medium,460,467,540,559
L,AdobeSongStd-Light,454,462,549,587
L,AlBayan,465,455,551,599
L,AlNile,465,438,551,582
L,AlTarikh,465,411,551,555
L,AmericanTypewriter,439,456,558,591
L,AndaleMono,465,453,539,590
L,Apple-Chancery,435,476,565,615
L,AppleBraille,461,427,543,578
L,AppleColorEmoji,461,448,543,599
L,AppleGothic,455,433,548,589
L,AppleMyungjo,437,442,560,586
L,AppleSDGothicNeo-Regular,467,447,543,581
L,AppleSymbols,469,459,539,566
L,Arial-Black,447,467,560,610
L,ArialHebrew,465,428,551,572
L,ArialHebrewScholar,465,428,551,572
L,ArialMT,458,447,548,590
L,ArialNarrow,465,450,538,593
L,ArialRoundedMTBold,455,449,557,594
L,ArialUnicodeMS,459,463,548,606
L,Athelas-Regular,453,457,554,588
L,Avenir-Black,461,458,550,599
L,AvenirNext-Regular,467,458,548,599
L,AvenirNextCondensed-Regular,480,458,534,599
L,Ayuthaya,461,455,543,606
L,Baghdad,465,447,551,591
L,BanglaMN,459,458,557,605
L,BanglaSangamMN,462,445,545,581
L,Baskerville,445,457,559,589
L,Beirut,460,432,555,576
L,BigCaslon-Medium,435,450,571,593
L,BirchStd,472,425,524,574
L,BlackoakStd,326,425,674,574
L,BodoniOrnamentsITCTT,480,425,520,619
L,BodoniSvtyTwoITCTT-Book,449,455,554,595
L,BodoniSvtyTwoOSITCTT-Book,449,455,554,595
L,BodoniSvtyTwoSCITCTT-Book,449,455,554,595
L,BradleyHandITCTT-Bold,451,478,569,584
L,BrushScriptMT,430,459,566,595
L,BrushScriptStd,418,429,578,574
L,Chalkboard,460,465,545,599
L,ChalkboardSE-Regular,458,481,546,615
L,Chalkduster,447,447,558,607
L,Champagne&Limousines,473,445,533,583
L,ChaparralPro-Regular,457,444,549,574
L,CharlemagneStd-Bold,450,430,557,596
L,Charter-Black,445,463,556,597
L,Cochin,442,459,565,590
L,ComicSansMS,454,460,551,620
L,CooperBlackStd,436,428,568,573
L,Copperplate,451,471,557,580
L,CorsivaHebrew,465,418,551,562
L,Courier,445,460,550,575
L,CourierNewPS-BoldMT,446,465,554,583
L,CourierNewPSMT,452,469,548,583
L,DINAlternate-Bold,459,451,549,593
L,DINCondensed-Bold,472,429,533,571
L,Damascus,465,413,551,557
L,DamascusBold,460,413,555,557
L,DamascusLight,465,413,551,557
L,DamascusMedium,460,413,555,557
L,DamascusSemiBold,460,413,555,557
L,DecoTypeNaskh,465,473,551,617
L,DevanagariMT,441,460,558,592
L,DevanagariSangamMN,462,456,545,592
L,Didot,438,452,560,594
L,DiwanKufi,465,495,551,639
L,DiwanMishafi,465,434,551,578
L,DiwanMishafiGold,465,434,551,578
L,DiwanThuluth,465,457,551,601
L,EuphemiaUCAS,462,457,548,609
L,Farah,465,431,551,575
L,Farisi,465,466,551,610
L,Futura-Medium,474,453,541,603
L,GB18030Bitmap,461,461,543,612
L,GeezaPro,465,445,551,589
L,Geneva,456,448,555,599
L,Georgia,449,453,560,591
L,GiddyupStd,444,428,551,586
L,GillSans,466,455,546,591
L,GujaratiMT,441,458,558,590
L,GujaratiSangamMN,454,437,555,604
L,GurmukhiMN,464,465,551,594
L,GurmukhiSangamMN,462,463,545,599
L,Helvetica,459,433,551,576
L,HelveticaNeue,459,453,554,595
L,Herculanum,471,455,545,579
L,HiraKakuPro-W3,455,434,558,588
L,HiraKakuProN-W3,455,434,558,588
L,HiraKakuStd-W8,443,427,566,595
L,HiraKakuStdN-W8,443,427,566,595
L,HiraMaruPro-W4,454,432,560,589
L,HiraMaruProN-W4,454,432,560,589
L,HiraMinPro-W3,449,436,557,581
L,HiraMinProN-W3,449,436,557,581
L,HiraginoSans-W3,455,434,558,588
L,HiraginoSansGB-W3,455,434,558,588
L,HoboStd,455,419,553,586
L,HoeflerText-Regular,443,435,560,574
L,ITFDevanagari-Book,441,472,558,604
L,ITFDevanagariMarathi-Book,441,472,558,604
L,Impact,470,442,536,600
L,InaiMathi,468,452,541,584
L,IowanOldStyle-Black,434,464,568,603
L,Kailasa,465,440,551,584
L,KannadaMN,466,460,549,589
L,KannadaSangamMN,462,461,545,597
L,Kefa-Regular,456,460,550,594
L,KhmerMN,467,483,545,598
L,KhmerSangamMN,460,473,544,611
L,KohinoorBangla-Regular,469,464,545,604
L,KohinoorDevanagari-Regular,469,464,545,604
L,KohinoorTelugu-Regular,469,464,545,604
L,Kokonor,435,469,565,608
L,KozGoPr6N-Regular,466,435,545,587
L,KozGoPro-Regular,466,435,545,587
L,KozMinPr6N-Regular,450,440,551,587
L,KozMinPro-Regular,450,440,551,587
L,Krungthep,458,452,541,601
L,KufiStandardGK,465,450,551,594
L,LaoMN,464,460,551,589
L,LaoSangamMN,462,464,545,600
L,LetterGothicStd,473,431,546,574
L,LithosPro-Regular,475,433,542,574
L,Lucida Bright Demibold,446,451,556,595
L,Lucida Bright Demibold Italic,446,451,563,595
L,Lucida Bright Italic,447,451,559,595
L,Lucida Bright Regular,448,451,551,595
L,Lucida Sans Demibold,460,451,555,595
L,Lucida Sans Regular,465,450,551,594
L,Lucida Sans Typewriter Bold,461,450,557,594
L,Lucida Sans Typewriter Regular,461,451,548,595
L,LucidaBright,448,451,551,595
L,LucidaGrande,465,452,551,596
L,LucidaSans,465,450,551,594
L,Luminari-Regular,439,449,561,608
L,MalayalamMN,464,471,551,600
L,MalayalamSangamMN,462,445,545,581
L,Marion-Regular,450,437,560,569
L,MarkerFelt-Thin,462,422,543,591
L,Menlo-Regular,461,447,551,592
L,MesquiteStd,477,424,524,577
L,MicrosoftSansSerif,460,449,548,592
L,MinionPro-Regular,453,443,550,572
L,Monaco,461,448,543,599
L,MonotypeGurmukhi,465,442,551,586
L,Montserrat-Regular,463,457,556,596
L,Mshtakan,441,457,558,589
L,MshtakanBold,436,454,560,589
L,MshtakanBoldOblique,434,456,556,589
L,MshtakanOblique,442,459,555,589
L,Muna,465,429,551,573
L,MunaBlack,460,429,555,573
L,MunaBold,460,429,555,573
L,MyanmarMN,464,468,551,597
L,MyanmarSangamMN,462,456,545,592
L,MyriadArabic-Regular,476,471,530,567
L,MyriadHebrew-Regular,468,440,543,574
L,MyriadPro-Regular,468,440,543,574
L,Nadeem,465,447,551,591
L,NewPeninimMT,465,428,551,572
L,Noteworthy-Light,458,458,545,631
L,NotoNastaliqUrdu,465,546,551,690
L,NuevaStd-Cond,469,444,534,568
L,OCRAStd,450,422,549,577
L,Optima-Regular,468,455,541,592
L,OratorStd,473,433,541,566
L,OriyaMN,464,460,551,589
L,OriyaSangamMN,457,445,554,604
L,PTMono-Regular,458,449,545,588
L,PTSans-Regular,465,450,547,589
L,PTSerif-Regular,450,462,551,601
L,Palatino-Roman,442,444,554,582
L,Papyrus,452,461,560,596
L,Phosphate-Inline,463,460,544,593
L,PingFangHK-Regular,455,463,554,605
L,PingFangSC-Regular,455,463,554,605
L,PingFangTC-Regular,455,463,554,605
L,PlantagenetCherokee,444,435,555,571
L,PoplarStd,462,427,537,576
L,PrestigeEliteStd-Bd,448,446,548,565
L,Raanana,441,439,558,571
L,RaananaBold,436,436,560,571
L,Roboto-Regular,462,450,548,592
L,Rockwell-Regular,444,420,551,567
L,RosewoodStd-Regular,453,435,559,585
L,STHeitiSC-Medium,470,427,542,573
L,STHeitiTC-Medium,470,427,542,573
L,STIXGeneral-Regular,441,473,558,605
L,STIXIntegralsD-Regular,465,574,551,718
L,STIXIntegralsSm-Regular,465,461,551,605
L,STIXIntegralsUp-Regular,465,461,551,605
L,STIXIntegralsUpD-Regular,465,574,551,718
L,STIXIntegralsUpSm-Regular,465,461,551,605
L,STIXNonUnicode-Regular,465,500,551,644
L,STIXSizeFiveSym-Regular,465,451,551,595
L,STIXSizeFourSym-Regular,465,616,551,760
L,STIXSizeOneSym-Regular,465,514,551,658
L,STIXSizeThreeSym-Regular,465,616,551,760
L,STIXSizeTwoSym-Regular,465,565,551,709
L,STIXVariants-Regular,465,461,551,605
L,STSong,445,448,558,574
L,STSongti-SC-Regular,444,468,557,594
L,Sana,465,430,551,574
L,Sathu,456,439,555,590
L,SavoyeLetPlain,439,438,559,571
L,Seravek,469,459,542,592
L,ShreeDev0714,462,445,552,592
L,SignPainter-HouseScript,463,446,525,573
L,Silom,458,446,541,595
L,SinhalaMN,464,460,551,589
L,SinhalaSangamMN,462,466,545,602
L,Skia-Regular,468,447,548,577
L,SnellRoundhand,426,451,622,627
L,StencilStd,448,425,559,574
L,SukhumvitSet-Medium,465,476,545,610
L,Superclarendon-Regular,432,449,567,597
L,Symbol,465,426,551,570
L,Tahoma,464,455,548,600
L,TamilMN,464,460,551,589
L,TamilSangamMN,462,439,545,575
L,TektonPro-Bold,466,439,541,570
L,TeluguMN,464,460,551,589
L,TeluguSangamMN,460,452,549,598
L,Thonburi,456,457,555,608
L,Times-Roman,441,442,558,574
L,TimesNewRomanPS-BoldMT,436,457,559,589
L,TimesNewRomanPSMT,443,457,556,589
L,TrajanPro-Regular,459,424,554,576
L,Trattatello,451,505,547,618
L,Trebuchet-BoldItalic,451,450,546,593
L,TrebuchetMS,463,450,547,593
L,Verdana,463,455,555,600
L,Waseem,465,445,551,589
L,WaseemLight,465,445,551,589
L,Webdings,451,438,532,603
L,Wingdings-Regular,424,441,576,593
L,Wingdings2,458,434,540,588
L,Wingdings3,428,448,572,592
L,Yantramanav-Regular,466,466,544,593
L,ZapfDingbatsITC,465,437,551,581
L,Zapfino,396,463,615,699
M,ACaslonPro-Regular,403,431,591,574
M,AGaramondPro-Regular,413,440,584,574
M,AdobeArabic-Regular,437,482,561,574
M,AdobeDevanagari-Regular,422,451,576,571
M,AdobeFanHeitiStd-Bold,425,434,575,587
M,AdobeFangsongStd-Regular,416,440,582,588
M,AdobeGothicStd-Bold,423,434,576,587
M,AdobeHebrew-Regular,413,440,585,572
M,AdobeHeitiStd-Regular,425,434,575,587
M,AdobeKaitiStd-Regular,416,440,583,588
M,AdobeMingStd-Light,413,441,584,587
M,AdobeMyungjoStd-Medium,416,444,582,589
M,AdobeNaskh-Medium,435,467,561,559
M,AdobeSongStd-Light,414,462,583,587
M,AlBayan,432,455,567,599
M,AlNile,432,438,567,582
M,AlTarikh,432,411,567,555
M,AmericanTypewriter,408,456,590,592
M,AndaleMono,456,453,544,590
M,Apple-Chancery,412,476,604,615
M,AppleBraille,445,427,554,578
M,AppleColorEmoji,445,448,554,599
M,AppleGothic,418,433,581,589
M,AppleMyungjo,410,442,590,586
M,AppleSDGothicNeo-Regular,437,447,561,581
M,AppleSymbols,454,459,545,566
M,Arial-Black,420,467,581,610
M,ArialHebrew,432,428,567,572
M,ArialHebrewScholar,432,428,567,572
M,ArialMT,431,447,568,590
M,ArialNarrow,444,450,556,593
M,ArialRoundedMTBold,431,451,569,597
M,ArialUnicodeMS,432,463,568,606
M,Athelas-Regular,418,457,580,590
M,Avenir-Black,420,458,580,599
M,AvenirNext-Regular,429,458,569,599
M,AvenirNextCondensed-Regular,445,458,555,599
M,Ayuthaya,445,455,554,606
M,Baghdad,432,447,567,591
M,BanglaMN,418,458,582,605
M,BanglaSangamMN,437,445,562,581
M,Baskerville,410,457,588,589
M,Beirut,427,432,572,576
M,BigCaslon-Medium,406,450,592,593
M,BirchStd,458,425,540,574
M,BlackoakStd,277,425,722,574
M,BodoniOrnamentsITCTT,472,422,523,618
M,BodoniSvtyTwoITCTT-Book,428,454,574,594
