letter,font,min_x,min_y,max_x,max_y
M,GujaratiSangamMN,423,437,576,604
M,GurmukhiMN,427,465,572,594
M,GurmukhiSangamMN,437,463,562,599
M,Helvetica,431,433,569,576
M,HelveticaNeue,429,453,571,595
M,Herculanum,398,462,598,582
M,HiraKakuPro-W3,421,434,579,586
M,HiraKakuProN-W3,421,434,579,586
M,HiraKakuStd-W8,409,427,589,594
M,HiraKakuStdN-W8,409,427,589,594
M,HiraMaruPro-W4,422,432,578,590
M,HiraMaruProN-W4,422,432,578,590
M,HiraMinPro-W3,413,436,584,581
M,HiraMinProN-W3,413,436,584,581
M,HiraginoSans-W3,421,434,579,586
M,HiraginoSansGB-W3,421,434,579,586
M,HoboStd,423,419,576,585
M,HoeflerText-Regular,404,435,593,577
M,ITFDevanagari-Book,413,472,583,604
M,ITFDevanagariMarathi-Book,413,472,583,604
M,Impact,436,442,562,600
M,InaiMathi,446,452,554,584
M,IowanOldStyle-Black,396,464,602,603
M,Kailasa,432,440,567,584
M,KannadaMN,427,460,570,589
M,KannadaSangamMN,437,461,562,597
M,Kefa-Regular,423,460,575,593
M,KhmerMN,435,483,564,598
M,KhmerSangamMN,438,473,565,611
M,KohinoorBangla-Regular,434,464,566,604
M,KohinoorDevanagari-Regular,434,464,566,604
M,KohinoorTelugu-Regular,434,464,566,604
M,Kokonor,412,469,604,608
M,KozGoPr6N-Regular,426,435,573,587
M,KozGoPro-Regular,426,435,573,587
M,KozMinPr6N-Regular,416,440,583,588
M,KozMinPro-Regular,416,440,583,588
M,Krungthep,416,452,583,601
M,KufiStandardGK,432,450,567,594
M,LaoMN,427,460,572,589
M,LaoSangamMN,437,464,562,600
M,LetterGothicStd,456,431,543,574
M,LithosPro-Regular,399,429,601,578
M,Lucida Bright Demibold,414,451,586,595
M,Lucida Bright Demibold Italic,414,451,613,595
M,Lucida Bright Italic,418,451,610,595
M,Lucida Bright Regular,418,451,581,595
M,Lucida Sans Demibold,427,451,572,595
M,Lucida Sans Regular,432,450,567,594
M,Lucida Sans Typewriter Bold,448,450,552,594
M,Lucida Sans Typewriter Regular,449,451,551,595
M,LucidaBright,418,451,581,595
M,LucidaGrande,432,452,567,596
M,LucidaSans,432,450,567,594
M,Luminari-Regular,395,452,605,600
M,MalayalamMN,427,471,572,600
M,MalayalamSangamMN,437,445,562,581
M,Marion-Regular,416,437,579,569
M,MarkerFelt-Thin,416,423,589,596
M,Menlo-Regular,443,447,546,592
M,MesquiteStd,462,424,537,577
M,MicrosoftSansSerif,433,449,567,592
M,MinionPro-Regular,416,443,583,572
M,Monaco,445,448,554,599
M,MonotypeGurmukhi,432,442,567,586
M,Montserrat-Regular,427,457,573,596
M,Mshtakan,413,457,583,589
M,MshtakanBold,408,454,590,589
M,MshtakanBoldOblique,405,456,594,592
M,MshtakanOblique,415,459,593,589
M,Muna,432,429,567,573
M,MunaBlack,427,429,572,573
M,MunaBold,427,429,572,573
M,MyanmarMN,427,468,572,597
M,MyanmarSangamMN,437,456,562,592
M,MyriadArabic-Regular,451,471,549,567
M,MyriadHebrew-Regular,431,440,569,574
M,MyriadPro-Regular,431,440,569,574
M,Nadeem,432,447,567,591
M,NewPeninimMT,432,428,567,572
M,Noteworthy-Light,427,455,574,634
M,NotoNastaliqUrdu,432,546,567,690
M,NuevaStd-Cond,441,444,554,568
M,OCRAStd,450,422,549,577
M,Optima-Regular,420,452,579,592
M,OratorStd,460,433,539,566
M,OriyaMN,427,460,572,589
M,OriyaSangamMN,427,445,573,604
M,PTMono-Regular,452,449,547,588
M,PTSans-Regular,438,450,562,589
M,PTSerif-Regular,418,462,580,601
M,Palatino-Roman,408,444,589,584
M,Papyrus,427,462,573,596
M,Phosphate-Inline,430,460,569,593
M,PingFangHK-Regular,426,463,573,605
M,PingFangSC-Regular,426,463,573,605
M,PingFangTC-Regular,426,463,573,605
M,PlantagenetCherokee,415,435,585,571
M,PoplarStd,435,427,564,576
M,PrestigeEliteStd-Bd,444,446,555,565
M,Raanana,413,439,583,571
M,RaananaBold,408,436,590,571
M,Roboto-Regular,429,450,570,592
M,Rockwell-Regular,410,420,589,569
M,RosewoodStd-Regular,440,435,574,585
M,STHeitiSC-Medium,417,427,582,573
M,STHeitiTC-Medium,417,427,582,573
M,STIXGeneral-Regular,413,473,583,605
M,STIXIntegralsD-Regular,432,574,567,718
M,STIXIntegralsSm-Regular,432,461,567,605
M,STIXIntegralsUp-Regular,432,461,567,605
M,STIXIntegralsUpD-Regular,432,574,567,718
M,STIXIntegralsUpSm-Regular,432,461,567,605
M,STIXNonUnicode-Regular,432,500,567,644
M,STIXSizeFiveSym-Regular,432,451,567,595
M,STIXSizeFourSym-Regular,432,616,567,760
M,STIXSizeOneSym-Regular,432,514,567,658
M,STIXSizeThreeSym-Regular,432,616,567,760
M,STIXSizeTwoSym-Regular,432,565,567,709
M,STIXVariants-Regular,432,461,567,605
M,STSong,418,448,581,575
M,STSongti-SC-Regular,416,468,582,595
M,Sana,432,430,567,574
M,Sathu,435,439,564,590
M,SavoyeLetPlain,436,436,566,568
M,Seravek,427,459,571,592
M,ShreeDev0714,430,445,569,592
M,SignPainter-HouseScript,438,446,576,573
M,Silom,416,446,583,595
M,SinhalaMN,427,460,572,589
M,SinhalaSangamMN,437,466,562,602
M,Skia-Regular,414,445,585,579
M,SnellRoundhand,410,449,655,595
M,StencilStd,420,425,579,574
M,SukhumvitSet-Medium,437,476,563,610
M,Superclarendon-Regular,402,449,598,597
M,Symbol,432,426,567,570
M,Tahoma,437,455,562,600
M,TamilMN,427,460,572,589
M,TamilSangamMN,437,439,562,575
M,TektonPro-Bold,433,438,565,568
M,TeluguMN,427,460,572,589
M,TeluguSangamMN,433,452,567,598
M,Thonburi,435,457,564,608
M,Times-Roman,413,442,583,574
M,TimesNewRomanPS-BoldMT,410,457,591,589
M,TimesNewRomanPSMT,414,457,584,589
M,TrajanPro-Regular,405,421,604,575
M,Trattatello,419,498,579,620
M,Trebuchet-BoldItalic,419,450,567,595
M,TrebuchetMS,431,450,569,595
M,Verdana,435,455,564,600
M,Waseem,432,445,567,589
M,WaseemLight,432,445,567,589
M,Webdings,400,457,599,619
M,Wingdings-Regular,405,441,603,593
M,Wingdings2,458,434,540,588
M,Wingdings3,427,448,572,592
M,Yantramanav-Regular,436,466,563,593
M,ZapfDingbatsITC,432,437,567,581
M,Zapfino,319,454,712,723
N,ACaslonPro-Regular,425,431,571,576
N,AGaramondPro-Regular,426,440,572,576
N,AdobeArabic-Regular,447,482,552,576
N,AdobeDevanagari-Regular,435,451,564,573
N,AdobeFanHeitiStd-Bold,445,435,554,587
N,AdobeFangsongStd-Regular,435,440,563,589
N,AdobeGothicStd-Bold,444,434,555,587
N,AdobeHebrew-Regular,427,440,571,574
N,AdobeHeitiStd-Regular,445,435,554,587
N,AdobeKaitiStd-Regular,435,440,563,589
N,AdobeMingStd-Light,431,441,568,587
N,AdobeMyungjoStd-Medium,428,444,571,588
N,AdobeNaskh-Medium,448,467,553,559
N,AdobeSongStd-Light,428,462,572,589
N,AlBayan,444,455,555,599
N,AlNile,444,438,555,582
N,AlTarikh,444,411,555,555
N,AmericanTypewriter,427,456,574,594
N,AndaleMono,458,453,541,590
N,Apple-Chancery,423,432,643,614
N,AppleBraille,452,427,547,578
N,AppleColorEmoji,452,448,547,599
N,AppleGothic,437,433,562,589
N,AppleMyungjo,424,442,575,586
N,AppleSDGothicNeo-Regular,450,447,548,581
N,AppleSymbols,460,459,540,566
N,Arial-Black,432,467,568,610
N,ArialHebrew,444,428,555,572
N,ArialHebrewScholar,444,428,555,572
N,ArialMT,443,447,555,590
N,ArialNarrow,453,450,545,593
N,ArialRoundedMTBold,440,449,559,597
N,ArialUnicodeMS,443,463,556,606
N,Athelas-Regular,436,457,563,590
N,Avenir-Black,433,458,567,599
N,AvenirNext-Regular,442,458,557,599
N,AvenirNextCondensed-Regular,460,458,539,599
N,Ayuthaya,452,455,547,606
N,Baghdad,444,447,555,591
N,BanglaMN,439,458,561,609
N,BanglaSangamMN,448,445,551,581
N,Baskerville,428,457,572,592
N,Beirut,441,432,558,576
N,BigCaslon-Medium,419,450,582,594
N,BirchStd,466,425,532,574
N,BlackoakStd,304,425,697,574
N,BodoniOrnamentsITCTT,480,422,525,617
N,BodoniSvtyTwoITCTT-Book,432,455,562,595
N,BodoniSvtyTwoOSITCTT-Book,432,455,562,595
N,BodoniSvtyTwoSCITCTT-Book,432,455,562,595
N,BradleyHandITCTT-Bold,441,480,565,593
N,BrushScriptMT,432,456,571,599
N,BrushScriptStd,425,429,594,581
N,Chalkboard,444,459,553,601
N,ChalkboardSE-Regular,442,475,554,617
N,Chalkduster,439,454,569,609
N,Champagne&Limousines,445,445,555,583
N,ChaparralPro-Regular,436,444,562,575
N,CharlemagneStd-Bold,417,429,583,580
N,Charter-Black,426,463,574,597
N,Cochin,422,459,578,592
N,ComicSansMS,432,459,571,618
N,CooperBlackStd,415,428,584,573
N,Copperplate,440,471,559,576
N,CorsivaHebrew,444,418,555,562
N,Courier,443,460,553,577
N,CourierNewPS-BoldMT,438,465,558,583
N,CourierNewPSMT,444,469,552,583
N,DINAlternate-Bold,447,451,553,593
N,DINCondensed-Bold,464,429,535,571
N,Damascus,444,413,555,557
N,DamascusBold,441,413,558,557
N,DamascusLight,444,413,555,557
N,DamascusMedium,441,413,558,557
N,DamascusSemiBold,441,413,558,557
N,DecoTypeNaskh,444,473,555,617
N,DevanagariMT,430,460,569,595
N,DevanagariSangamMN,448,456,551,592
N,Didot,432,452,568,597
N,DiwanKufi,444,495,555,639
N,DiwanMishafi,444,434,555,578
N,DiwanMishafiGold,444,434,555,578
N,DiwanThuluth,444,457,555,601
N,EuphemiaUCAS,445,457,554,609
N,Farah,444,431,555,575
N,Farisi,444,466,555,610
N,Futura-Medium,434,443,566,612
N,GB18030Bitmap,452,461,547,612
N,GeezaPro,444,445,555,589
N,Geneva,443,448,556,599
N,Georgia,425,453,574,593
N,GiddyupStd,429,400,564,570
N,GillSans,437,455,563,591
N,GujaratiMT,430,458,569,593
N,GujaratiSangamMN,437,437,563,604
N,GurmukhiMN,446,465,554,597
N,GurmukhiSangamMN,448,463,551,599
N,Helvetica,443,433,557,576
N,HelveticaNeue,443,453,557,595
N,Herculanum,417,464,569,582
N,HiraKakuPro-W3,438,434,561,586
N,HiraKakuProN-W3,438,434,561,586
N,HiraKakuStd-W8,425,427,575,594
N,HiraKakuStdN-W8,425,427,575,594
N,HiraMaruPro-W4,439,432,559,590
N,HiraMaruProN-W4,439,432,559,590
N,HiraMinPro-W3,425,436,572,581
N,HiraMinProN-W3,425,436,572,581
N,HiraginoSans-W3,438,434,561,586
N,HiraginoSansGB-W3,438,434,561,586
N,HoboStd,439,419,560,586
N,HoeflerText-Regular,416,435,585,577
N,ITFDevanagari-Book,430,472,569,607
N,ITFDevanagariMarathi-Book,430,472,569,607
N,Impact,454,442,545,600
N,InaiMathi,455,452,545,584
N,IowanOldStyle-Black,411,464,586,604
N,Kailasa,444,440,555,584
N,KannadaMN,446,460,554,592
N,KannadaSangamMN,448,461,551,597
N,Kefa-Regular,435,460,563,594
N,KhmerMN,452,483,548,601
N,KhmerSangamMN,449,473,554,611
N,KohinoorBangla-Regular,449,464,550,604
N,KohinoorDevanagari-Regular,449,464,550,604
N,KohinoorTelugu-Regular,449,464,550,604
N,Kokonor,423,425,643,607
N,KozGoPr6N-Regular,446,435,553,587
N,KozGoPro-Regular,446,435,553,587
N,KozMinPr6N-Regular,435,440,563,589
N,KozMinPro-Regular,435,440,563,589
N,Krungthep,441,452,558,601
N,KufiStandardGK,444,450,555,594
N,LaoMN,446,460,554,592
N,LaoSangamMN,448,464,551,600
N,LetterGothicStd,465,431,537,576
N,LithosPro-Regular,432,425,568,577
N,Lucida Bright Demibold,425,451,571,597
N,Lucida Bright Demibold Italic,427,451,600,597
N,Lucida Bright Italic,428,451,601,597
N,Lucida Bright Regular,429,451,571,597
N,Lucida Sans Demibold,441,451,558,595
N,Lucida Sans Regular,444,450,555,594
N,Lucida Sans Typewriter Bold,450,450,549,594
N,Lucida Sans Typewriter Regular,454,451,546,595
N,LucidaBright,429,451,571,597
N,LucidaGrande,444,452,555,596
N,LucidaSans,444,450,555,594
N,Luminari-Regular,420,453,576,599
N,MalayalamMN,446,471,554,603
N,MalayalamSangamMN,448,445,551,581
N,Marion-Regular,430,437,572,572
N,MarkerFelt-Thin,448,421,555,592
N,Menlo-Regular,441,447,546,592
N,MesquiteStd,471,424,528,577
N,MicrosoftSansSerif,444,449,556,592
N,MinionPro-Regular,430,443,569,574
N,Monaco,452,448,547,599
N,MonotypeGurmukhi,444,442,555,586
N,Montserrat-Regular,441,457,558,596
N,Mshtakan,430,457,569,592
N,MshtakanBold,431,454,568,593
N,MshtakanBoldOblique,422,456,577,593
N,MshtakanOblique,428,459,578,593
N,Muna,444,429,555,573
N,MunaBlack,441,429,558,573
N,MunaBold,441,429,558,573
N,MyanmarMN,446,468,554,600
N,MyanmarSangamMN,448,456,551,592
N,MyriadArabic-Regular,463,471,536,567
N,MyriadHebrew-Regular,449,440,550,574
N,MyriadPro-Regular,449,440,550,574
N,Nadeem,444,447,555,591
N,NewPeninimMT,444,428,555,572
N,Noteworthy-Light,448,457,561,627
N,NotoNastaliqUrdu,444,546,555,690
N,NuevaStd-Cond,459,444,540,569
N,OCRAStd,450,422,549,578
N,Optima-Regular,440,452,559,594
N,OratorStd,465,433,534,566
N,OriyaMN,446,460,554,592
N,OriyaSangamMN,440,445,560,604
N,PTMono-Regular,454,449,545,588
N,PTSans-Regular,450,447,550,592
N,PTSerif-Regular,432,462,567,604
N,Palatino-Roman,421,444,576,586
N,Papyrus,448,462,552,596
N,Phosphate-Inline,443,460,556,593
N,PingFangHK-Regular,442,463,557,605
N,PingFangSC-Regular,442,463,557,605
N,PingFangTC-Regular,442,463,557,605
N,PlantagenetCherokee,426,435,573,572
N,PoplarStd,456,427,544,576
N,PrestigeEliteStd-Bd,445,446,554,565
N,Raanana,430,439,569,574
N,RaananaBold,431,436,568,575
N,Roboto-Regular,445,450,554,592
N,Rockwell-Regular,423,420,577,569
N,RosewoodStd-Regular,448,435,566,585
N,STHeitiSC-Medium,442,427,557,573
N,STHeitiTC-Medium,442,427,557,573
N,STIXGeneral-Regular,430,473,569,608
N,STIXIntegralsD-Regular,444,574,555,718
N,STIXIntegralsSm-Regular,444,461,555,605
N,STIXIntegralsUp-Regular,444,461,555,605
N,STIXIntegralsUpD-Regular,444,574,555,718
N,STIXIntegralsUpSm-Regular,444,461,555,605
N,STIXNonUnicode-Regular,444,500,555,644
N,STIXSizeFiveSym-Regular,444,451,555,595
N,STIXSizeFourSym-Regular,444,616,555,760
N,STIXSizeOneSym-Regular,444,514,555,658
N,STIXSizeThreeSym-Regular,444,616,555,760
N,STIXSizeTwoSym-Regular,444,565,555,709
N,STIXVariants-Regular,444,461,555,605
N,STSong,425,448,567,576
N,STSongti-SC-Regular,425,468,568,596
N,Sana,444,430,555,574
N,Sathu,443,439,556,590
N,SavoyeLetPlain,454,437,548,568
N,Seravek,445,459,554,592
N,ShreeDev0714,443,445,556,592
N,SignPainter-HouseScript,451,446,569,573
N,Silom,441,446,558,595
N,SinhalaMN,446,460,554,592
N,SinhalaSangamMN,448,466,551,602
N,Skia-Regular,443,446,556,578
N,SnellRoundhand,414,451,645,595
N,StencilStd,432,425,568,574
N,SukhumvitSet-Medium,449,476,550,610
N,Superclarendon-Regular,418,449,582,597
N,Symbol,444,426,555,570
N,Tahoma,447,455,551,600
N,TamilMN,446,460,554,592
N,TamilSangamMN,448,439,551,575
N,TektonPro-Bold,450,436,549,568
N,TeluguMN,446,460,554,592
N,TeluguSangamMN,444,452,555,598
N,Thonburi,443,457,556,608
N,Times-Roman,430,442,569,577
N,TimesNewRomanPS-BoldMT,430,457,567,592
N,TimesNewRomanPSMT,425,457,569,592
N,TrajanPro-Regular,418,421,578,576
N,Trattatello,421,502,579,623
N,Trebuchet-BoldItalic,439,450,569,595
N,TrebuchetMS,450,450,548,595
N,Verdana,444,455,555,600
N,Waseem,444,445,555,589
N,WaseemLight,444,445,555,589
N,Webdings,416,468,583,561
N,Wingdings-Regular,450,441,549,593
N,Wingdings2,428,428,572,587
N,Wingdings3,427,448,572,592
N,Yantramanav-Regular,451,466,548,593
N,ZapfDingbatsITC,444,437,555,581
N,Zapfino,403,428,749,695
O,ACaslonPro-Regular,427,429,572,576
O,AGaramondPro-Regular,430,437,570,576
O,AdobeArabic-Regular,449,480,549,577
O,AdobeDevanagari-Regular,439,448,560,574
O,AdobeFanHeitiStd-Bold,434,432,564,590
O,AdobeFangsongStd-Regular,438,437,562,590
O,AdobeGothicStd-Bold,435,431,564,590
O,AdobeHebrew-Regular,431,437,568,575
O,AdobeHeitiStd-Regular,434,432,564,590
O,AdobeKaitiStd-Regular,437,437,561,590
O,AdobeMingStd-Light,433,438,566,590
O,AdobeMyungjoStd-Medium,436,440,561,591
O,AdobeNaskh-Medium,451,465,548,561
O,AdobeSongStd-Light,432,459,568,590
O,AlBayan,432,451,567,603
O,AlNile,432,434,567,586
O,AlTarikh,432,407,567,559
O,AmericanTypewriter,442,453,558,595
O,AndaleMono,452,450,547,593
O,Apple-Chancery,445,476,567,615
O,AppleBraille,446,423,552,583
O,AppleColorEmoji,446,444,552,604
O,AppleGothic,430,430,569,592
O,AppleMyungjo,433,439,567,590
O,AppleSDGothicNeo-Regular,441,445,559,583
O,AppleSymbols,454,456,545,570
O,Arial-Black,426,465,574,613
O,ArialHebrew,432,424,567,576
O,ArialHebrewScholar,432,424,567,576
O,ArialMT,431,445,568,593
O,ArialNarrow,444,448,556,596
O,ArialRoundedMTBold,430,449,570,597
O,ArialUnicodeMS,431,461,568,609
O,Athelas-Regular,434,455,565,590
O,Avenir-Black,423,454,576,603
O,AvenirNext-Regular,426,454,573,603
O,AvenirNextCondensed-Regular,453,455,546,603
O,Ayuthaya,447,450,552,611
O,Baghdad,432,443,567,595
O,BanglaMN,418,455,580,609
O,BanglaSangamMN,438,442,560,585
O,Baskerville,428,455,572,592
O,Beirut,427,428,573,580
O,BigCaslon-Medium,424,448,574,594
O,BirchStd,473,425,526,574
O,BlackoakStd,331,425,670,574
O,BodoniOrnamentsITCTT,476,429,526,615
O,BodoniSvtyTwoITCTT-Book,436,453,563,596
O,BodoniSvtyTwoOSITCTT-Book,436,453,563,596
O,BodoniSvtyTwoSCITCTT-Book,436,453,563,596
O,BradleyHandITCTT-Bold,436,484,566,586
O,BrushScriptMT,450,462,552,591
O,BrushScriptStd,443,431,570,569
O,Chalkboard,437,460,560,603
O,ChalkboardSE-Regular,435,476,561,619
O,Chalkduster,440,447,567,613
O,Champagne&Limousines,429,444,570,585
O,ChaparralPro-Regular,438,442,561,575
O,CharlemagneStd-Bold,416,427,583,574
O,Charter-Black,426,461,574,601
O,Cochin,426,456,574,593
O,ComicSansMS,431,463,571,616
O,CooperBlackStd,422,428,576,573
O,Copperplate,435,470,564,577
O,CorsivaHebrew,432,414,567,566
O,Courier,447,457,552,578
O,CourierNewPS-BoldMT,444,462,556,586
O,CourierNewPSMT,450,467,550,587
O,DINAlternate-Bold,449,450,550,595
O,DINCondensed-Bold,465,428,533,573
O,Damascus,432,409,567,561
O,DamascusBold,427,409,573,561
O,DamascusLight,432,409,567,561
O,DamascusMedium,427,409,573,561
O,DamascusSemiBold,427,409,573,561
O,DecoTypeNaskh,432,469,567,621
O,DevanagariMT,434,457,564,595
O,DevanagariSangamMN,438,453,560,596
O,Didot,430,449,569,597
O,DiwanKufi,432,491,567,643
O,DiwanMishafi,432,430,567,582
O,DiwanMishafiGold,432,430,567,582
O,DiwanThuluth,432,453,567,605
O,EuphemiaUCAS,432,453,567,612
O,Farah,432,427,567,579
O,Farisi,432,462,567,614
O,Futura-Medium,421,450,579,606
O,GB18030Bitmap,446,457,552,617
O,GeezaPro,432,441,567,593
O,Geneva,436,444,564,604
O,Georgia,433,450,566,595
O,GiddyupStd,442,433,568,567
O,GillSans,427,453,573,593
O,GujaratiMT,434,455,564,593
O,GujaratiSangamMN,425,433,575,609
O,GurmukhiMN,428,462,571,597
O,GurmukhiSangamMN,438,460,560,603
O,Helvetica,429,429,569,581
O,HelveticaNeue,431,449,568,599
O,Herculanum,454,467,545,575
O,HiraKakuPro-W3,431,431,569,589
O,HiraKakuProN-W3,431,431,569,589
O,HiraKakuStd-W8,419,424,580,597
O,HiraKakuStdN-W8,419,424,580,597
O,HiraMaruPro-W4,430,430,570,592
O,HiraMaruProN-W4,430,430,570,592
O,HiraMinPro-W3,432,433,567,583
O,HiraMinProN-W3,432,433,567,583
O,HiraginoSans-W3,431,431,569,589
O,HiraginoSansGB-W3,431,431,569,589
O,HoboStd,434,416,566,588
O,HoeflerText-Regular,426,432,573,577
O,ITFDevanagari-Book,434,469,564,607
O,ITFDevanagariMarathi-Book,434,469,564,607
O,Impact,452,439,547,604
O,InaiMathi,445,449,554,588
O,IowanOldStyle-Black,417,460,582,607
O,Kailasa,432,436,567,588
O,KannadaMN,430,457,569,592
O,KannadaSangamMN,438,458,560,601
O,Kefa-Regular,442,458,557,595
O,KhmerMN,436,480,563,601
O,KhmerSangamMN,439,470,563,615
O,KohinoorBangla-Regular,445,462,553,606
O,KohinoorDevanagari-Regular,445,462,553,606
O,KohinoorTelugu-Regular,445,462,553,606
O,Kokonor,445,469,567,608
O,KozGoPr6N-Regular,435,433,565,590
O,KozGoPro-Regular,435,433,565,590
O,KozMinPr6N-Regular,437,437,561,590
O,KozMinPro-Regular,437,437,561,590
O,Krungthep,449,452,549,601
O,KufiStandardGK,432,446,567,598
O,LaoMN,428,457,571,592
O,LaoSangamMN,438,461,560,604
O,LetterGothicStd,457,428,542,577
O,LithosPro-Regular,427,429,572,576
O,Lucida Bright Demibold,426,447,573,599
O,Lucida Bright Demibold Italic,439,447,590,599
O,Lucida Bright Italic,444,447,585,599
O,Lucida Bright Regular,432,447,567,599
O,Lucida Sans Demibold,427,447,573,599
O,Lucida Sans Regular,432,446,567,598
O,Lucida Sans Typewriter Bold,442,446,558,598
O,Lucida Sans Typewriter Regular,446,447,554,599
O,LucidaBright,432,447,567,599
O,LucidaGrande,432,448,567,600
O,LucidaSans,432,446,567,598
O,Luminari-Regular,423,453,577,601
O,MalayalamMN,428,468,571,603
O,MalayalamSangamMN,438,442,560,585
O,Marion-Regular,433,435,565,572
O,MarkerFelt-Thin,452,424,548,591
O,Menlo-Regular,451,444,548,595
O,MesquiteStd,473,424,526,577
O,MicrosoftSansSerif,431,447,568,595
O,MinionPro-Regular,433,440,565,575
O,Monaco,446,444,552,604
O,MonotypeGurmukhi,432,438,567,590
O,Montserrat-Regular,426,455,573,598
O,Mshtakan,434,454,564,592
O,MshtakanBold,428,451,570,593
O,MshtakanBoldOblique,433,453,566,593
O,MshtakanOblique,439,457,567,593
O,Muna,432,425,567,577
O,MunaBlack,427,425,573,577
O,MunaBold,427,425,573,577
O,MyanmarMN,428,465,571,600
O,MyanmarSangamMN,438,453,560,596
O,MyriadArabic-Regular,456,470,544,569
O,MyriadHebrew-Regular,438,438,561,577
O,MyriadPro-Regular,438,438,561,577
O,Nadeem,432,443,567,595
O,NewPeninimMT,432,424,567,576
O,Noteworthy-Light,435,457,562,634
O,NotoNastaliqUrdu,432,542,567,694
O,NuevaStd-Cond,464,443,536,569
O,OCRAStd,450,422,549,577
O,Optima-Regular,425,452,575,594
O,OratorStd,463,431,536,568
O,OriyaMN,428,457,571,592
O,OriyaSangamMN,428,441,572,608
O,PTMono-Regular,449,446,550,591
O,PTSans-Regular,443,447,557,592
O,PTSerif-Regular,436,459,563,604
O,Palatino-Roman,425,441,573,585
O,Papyrus,415,461,584,596
O,Phosphate-Inline,430,457,569,597
O,PingFangHK-Regular,431,460,567,608
O,PingFangSC-Regular,431,460,567,608
O,PingFangTC-Regular,431,460,567,608
O,PlantagenetCherokee,433,431,566,571
O,PoplarStd,458,426,541,577
O,PrestigeEliteStd-Bd,452,443,547,568
O,Raanana,434,436,564,574
O,RaananaBold,428,433,570,575
O,Roboto-Regular,442,448,556,594
O,Rockwell-Regular,424,418,576,570
O,RosewoodStd-Regular,455,434,559,586
O,STHeitiSC-Medium,422,424,576,577
O,STHeitiTC-Medium,422,424,576,577
O,STIXGeneral-Regular,434,470,565,608
O,STIXIntegralsD-Regular,432,570,567,722
O,STIXIntegralsSm-Regular,432,457,567,609
O,STIXIntegralsUp-Regular,432,457,567,609
O,STIXIntegralsUpD-Regular,432,570,567,722
O,STIXIntegralsUpSm-Regular,432,457,567,609
O,STIXNonUnicode-Regular,432,496,567,648
O,STIXSizeFiveSym-Regular,432,447,567,599
O,STIXSizeFourSym-Regular,432,612,567,764
O,STIXSizeOneSym-Regular,432,510,567,662
O,STIXSizeThreeSym-Regular,432,612,567,764
O,STIXSizeTwoSym-Regular,432,561,567,713
O,STIXVariants-Regular,432,457,567,609
O,STSong,431,447,568,577
O,STSongti-SC-Regular,430,467,568,597
O,Sana,432,426,567,578
O,Sathu,436,435,564,595
O,SavoyeLetPlain,442,438,555,570
O,Seravek,435,457,564,595
O,ShreeDev0714,434,442,565,594
O,SignPainter-HouseScript,454,444,558,573
O,Silom,449,446,549,595
O,SinhalaMN,428,457,571,592
O,SinhalaSangamMN,438,463,560,606
O,Skia-Regular,436,443,562,581
O,SnellRoundhand,455,451,602,595
O,StencilStd,433,422,566,577
O,SukhumvitSet-Medium,439,474,560,612
O,Superclarendon-Regular,424,446,575,601
O,Symbol,432,422,567,574
O,Tahoma,435,452,563,603
O,TamilMN,428,457,571,592
O,TamilSangamMN,438,436,560,579
O,TektonPro-Bold,443,433,554,571
O,TeluguMN,428,457,571,592
O,TeluguSangamMN,434,448,566,602
O,Thonburi,436,452,564,613
O,Times-Roman,434,439,564,577
O,TimesNewRomanPS-BoldMT,429,455,570,592
O,TimesNewRomanPSMT,435,454,564,592
O,TrajanPro-Regular,421,421,579,578
O,Trattatello,442,502,555,616
O,Trebuchet-BoldItalic,439,448,568,596
O,TrebuchetMS,440,448,559,596
O,Verdana,432,452,567,603
O,Waseem,432,441,567,593
O,WaseemLight,432,441,567,593
O,Webdings,452,441,543,596
O,Wingdings-Regular,431,435,567,610
O,Wingdings2,449,462,549,552
O,Wingdings3,428,448,572,592
O,Yantramanav-Regular,449,464,551,595
O,ZapfDingbatsITC,432,433,567,585
O,Zapfino,413,464,671,692
P,ACaslonPro-Regular,445,431,556,574
P,AGaramondPro-Regular,453,440,548,573
P,AdobeArabic-Regular,463,482,536,574
P,AdobeDevanagari-Regular,455,451,544,571
P,AdobeFanHeitiStd-Bold,458,433,551,587
P,AdobeFangsongStd-Regular,447,440,551,587
P,AdobeGothicStd-Bold,455,433,553,587
P,AdobeHebrew-Regular,450,440,550,572
P,AdobeHeitiStd-Regular,458,433,551,587
P,AdobeKaitiStd-Regular,447,440,552,587
P,AdobeMingStd-Light,437,441,559,587
P,AdobeMyungjoStd-Medium,440,444,555,587
P,AdobeNaskh-Medium,461,467,536,559
P,AdobeSongStd-Light,453,462,545,587
P,AlBayan,463,455,551,599
P,AlNile,463,438,551,582
P,AlTarikh,463,411,551,555
P,AmericanTypewriter,439,456,560,591
P,AndaleMono,465,453,543,590
P,Apple-Chancery,444,476,573,614
P,AppleBraille,457,427,550,578
P,AppleColorEmoji,457,448,550,599
P,AppleGothic,448,433,552,589
P,AppleMyungjo,439,442,559,586
P,AppleSDGothicNeo-Regular,462,447,548,581
P,AppleSymbols,469,459,537,566
P,Arial-Black,442,467,563,610
P,ArialHebrew,463,428,551,572
P,ArialHebrewScholar,463,428,551,572
P,ArialMT,448,447,557,590
P,ArialNarrow,457,450,547,593
P,ArialRoundedMTBold,448,451,557,597
