letter,font,scale_y_letter,scale_y_font,scale_offset_y,scale_offset_x,score
N,GB18030Bitmap,1.324503311,1.297086098,-45,1,100.0
N,GeezaPro,1.388888889,1.357285039,-21,0.5,67.0
N,Geneva,1.324503311,1.298598776,-29,0.5,68.0
N,Georgia,1.428571429,1.419786766,-32,0,82.0
N,GiddyupStd,1.176470588,1.357023159,5,4.5,163.0
N,GillSans,1.470588235,1.437548279,-32,-1,118.0
N,GujaratiMT,1.481481481,1.484788007,-38,1,80.0
N,GujaratiSangamMN,1.19760479,1.180331752,-23,0.5,65.0
N,GurmukhiMN,1.515151515,1.517378862,-48,0.5,89.0
N,GurmukhiSangamMN,1.470588235,1.450327477,-44,0.5,65.0
N,Helvetica,1.398601399,1.378190854,-6,0.5,72.0
N,HelveticaNeue,1.408450704,1.388134014,-32,0,74.0
N,Herculanum,1.694915254,1.610751794,-32,10,173.0
N,HiraKakuPro-W3,1.315789474,1.298314558,-13,1,71.0
N,HiraKakuProN-W3,1.315789474,1.298314558,-13,1,71.0
N,HiraKakuStd-W8,1.19760479,1.182450884,-11,0.5,109.0
N,HiraKakuStdN-W8,1.19760479,1.182450884,-11,0.5,109.0
N,HiraMaruPro-W4,1.265822785,1.260407766,-14,1,68.0
N,HiraMaruProN-W4,1.265822785,1.260407766,-14,1,68.0
N,HiraMinPro-W3,1.379310345,1.363849566,-12,1.5,76.0
N,HiraMinProN-W3,1.379310345,1.363849566,-12,1.5,76.0
N,HiraginoSans-W3,1.315789474,1.298314558,-13,1,71.0
N,HiraginoSansGB-W3,1.315789474,1.298314558,-13,1,71.0
N,HoboStd,1.19760479,1.186206022,-2,0.5,105.0
N,HoeflerText-Regular,1.408450704,1.394658692,-7,-1,106.0
N,ITFDevanagari-Book,1.481481481,1.484788007,-59,1,80.0
N,ITFDevanagariMarathi-Book,1.481481481,1.484788007,-59,1,80.0
N,Impact,1.265822785,1.250172339,-26,1,148.0
N,InaiMathi,1.515151515,1.495677989,-27,0.5,84.0
N,IowanOldStyle-Black,1.428571429,1.389171953,-45,1.5,131.0
N,Kailasa,1.388888889,1.357285039,-14,0.5,67.0
N,KannadaMN,1.515151515,1.5168707,-38,0.5,88.0
N,KannadaSangamMN,1.470588235,1.450327477,-41,0.5,65.0
N,Kefa-Regular,1.492537313,1.46354013,-38,0.5,82.0
N,KhmerMN,1.694915254,1.700078846,-72,0.5,89.0
N,KhmerSangamMN,1.449275362,1.428489768,-60,-2,66.0
N,KohinoorBangla-Regular,1.428571429,1.410059006,-48,1,70.0
N,KohinoorDevanagari-Regular,1.428571429,1.410059006,-48,1,70.0
N,KohinoorTelugu-Regular,1.428571429,1.410059006,-48,1,70.0
N,Kokonor,1.098901099,1.370502132,-46,-45.5,141.0
N,KozGoPr6N-Regular,1.315789474,1.298494376,-14,0.5,69.0
N,KozGoPro-Regular,1.315789474,1.298494376,-14,0.5,69.0
N,KozMinPr6N-Regular,1.342281879,1.328869443,-20,0.5,73.0
N,KozMinPro-Regular,1.342281879,1.328869443,-20,0.5,73.0
N,Krungthep,1.342281879,1.336994856,-34,0,90.0
N,KufiStandardGK,1.388888889,1.357285039,-27,0.5,67.0
N,LaoMN,1.515151515,1.517378862,-39,0.5,89.0
N,LaoSangamMN,1.470588235,1.450327477,-45,0.5,65.0
N,LetterGothicStd,1.379310345,1.37754756,-4,-1,132.0
N,LithosPro-Regular,1.315789474,1.37731798,-5,0.5,118.0
N,Lucida Bright Demibold,1.369863014,1.353740375,-31,3,83.0
N,Lucida Bright Demibold Italic,1.369863014,1.351518297,-30,6.5,100.0
N,Lucida Bright Italic,1.369863014,1.351297139,-31,6.5,90.0
N,Lucida Bright Regular,1.369863014,1.353377016,-31,1,72.0
N,Lucida Sans Demibold,1.388888889,1.357285039,-29,0.5,86.0
N,Lucida Sans Regular,1.388888889,1.357285039,-28,0.5,67.0
N,Lucida Sans Typewriter Bold,1.388888889,1.364795884,-29,0.5,97.0
N,Lucida Sans Typewriter Regular,1.388888889,1.364071561,-29,0.5,94.0
N,LucidaBright,1.369863014,1.353377016,-31,1,72.0
N,LucidaGrande,1.388888889,1.357285039,-30,0.5,67.0
N,LucidaSans,1.388888889,1.357285039,-28,0.5,67.0
N,Luminari-Regular,1.369863014,1.218172745,-21,2.5,109.0
N,MalayalamMN,1.515151515,1.517378862,-57,0.5,89.0
N,MalayalamSangamMN,1.470588235,1.450327477,-17,0.5,65.0
N,Marion-Regular,1.481481481,1.481397248,-7,-0.5,87.0
N,MarkerFelt-Thin,1.169590643,1.175298302,-8,-3,131.0
N,Menlo-Regular,1.379310345,1.359633448,-26,8.5,86.0
N,MesquiteStd,1.307189542,1.303533068,-1,0,170.0
N,MicrosoftSansSerif,1.398601399,1.384324744,-27,0.5,71.0
N,MinionPro-Regular,1.526717557,1.504111734,-12,1,80.0
N,Monaco,1.324503311,1.297086098,-29,1,100.0
N,MonotypeGurmukhi,1.388888889,1.357285039,-17,0.5,67.0
N,Montserrat-Regular,1.438848921,1.421263326,-37,0,90.0
N,Mshtakan,1.481481481,1.484788007,-36,1,80.0
N,MshtakanBold,1.438848921,1.443884217,-34,1,95.0
N,MshtakanBoldOblique,1.459854015,1.460703649,-35,0.5,115.0
N,MshtakanOblique,1.492537313,1.503372519,-39,-5.5,106.0
N,Muna,1.388888889,1.357285039,1,0.5,67.0
N,MunaBlack,1.388888889,1.357285039,1,0.5,86.0
N,MunaBold,1.388888889,1.357285039,1,0.5,86.0
N,MyanmarMN,1.515151515,1.517378862,-52,0.5,89.0
N,MyanmarSangamMN,1.470588235,1.450327477,-33,0.5,65.0
N,MyriadArabic-Regular,2.083333333,2.058044128,-39,0.5,68.0
N,MyriadHebrew-Regular,1.492537313,1.470704313,-10,0.5,68.0
N,MyriadPro-Regular,1.492537313,1.471506347,-10,0.5,68.0
N,Nadeem,1.388888889,1.357285039,-24,0.5,67.0
N,NewPeninimMT,1.388888889,1.357285039,2,0.5,67.0
N,Noteworthy-Light,1.176470588,1.125474972,-43,-5,130.0
N,NotoNastaliqUrdu,1.388888889,1.357285039,-158,0.5,67.0
N,NuevaStd-Cond,1.6,1.599716912,-11,1,126.0
N,OCRAStd,1.282051282,1.290004454,-1,0.5,105.0
N,Optima-Regular,1.408450704,1.423112574,-35,0.5,88.0
N,OratorStd,1.503759398,1.481003851,2,0.5,139.0
N,OriyaMN,1.515151515,1.517378862,-39,0.5,89.0
N,OriyaSangamMN,1.257861635,1.24021996,-30,0,66.0
N,PTMono-Regular,1.438848921,1.412577162,-25,1,84.0
N,PTSans-Regular,1.379310345,1.40528931,-30,1,72.0
N,PTSerif-Regular,1.408450704,1.395899657,-45,0,75.0
N,Palatino-Roman,1.408450704,1.408397709,-20,2,106.0
N,Papyrus,1.492537313,1.474158176,-43,0,64.0
N,Phosphate-Inline,1.503759398,1.487611505,-40,0.5,133.0
N,PingFangHK-Regular,1.408450704,1.391330364,-47,0.5,76.0
N,PingFangSC-Regular,1.408450704,1.391330364,-47,0.5,76.0
N,PingFangTC-Regular,1.408450704,1.391330364,-47,0.5,76.0
N,PlantagenetCherokee,1.459854015,1.431334656,-3,1,82.0
N,PoplarStd,1.342281879,1.335955608,-2,0,151.0
N,PrestigeEliteStd-Bd,1.680672269,1.642658376,-7,1,90.0
N,Raanana,1.481481481,1.484788007,-10,1,80.0
N,RaananaBold,1.438848921,1.443884217,-9,1,95.0
N,Roboto-Regular,1.408450704,1.392625746,-29,0,70.0
N,Rockwell-Regular,1.342281879,1.328011744,7,0.5,94.0
N,RosewoodStd-Regular,1.333333333,1.328300786,-14,-9,149.0
N,STHeitiSC-Medium,1.369863014,1.347612508,0,1,73.0
N,STHeitiTC-Medium,1.369863014,1.347612508,0,1,73.0
N,STIXGeneral-Regular,1.481481481,1.484381136,-60,1,80.0
N,STIXIntegralsD-Regular,1.388888889,1.357285039,-195,0.5,67.0
N,STIXIntegralsSm-Regular,1.388888889,1.357285039,-42,0.5,67.0
N,STIXIntegralsUp-Regular,1.388888889,1.357285039,-42,0.5,67.0
N,STIXIntegralsUpD-Regular,1.388888889,1.357285039,-195,0.5,67.0
N,STIXIntegralsUpSm-Regular,1.388888889,1.357285039,-42,0.5,67.0
N,STIXNonUnicode-Regular,1.388888889,1.357285039,-96,0.5,67.0
N,STIXSizeFiveSym-Regular,1.388888889,1.357285039,-30,0.5,67.0
N,STIXSizeFourSym-Regular,1.388888889,1.357285039,-252,0.5,67.0
N,STIXSizeOneSym-Regular,1.388888889,1.357285039,-115,0.5,67.0
N,STIXSizeThreeSym-Regular,1.388888889,1.357285039,-252,0.5,67.0
N,STIXSizeTwoSym-Regular,1.388888889,1.357285039,-183,0.5,67.0
N,STIXVariants-Regular,1.388888889,1.357285039,-42,0.5,67.0
N,STSong,1.5625,1.529925851,-17,6.5,105.0
N,STSongti-SC-Regular,1.5625,1.529925851,-48,5,106.0
N,Sana,1.388888889,1.357285039,-1,0.5,67.0
N,Sathu,1.324503311,1.298598776,-17,0.5,68.0
N,SavoyeLetPlain,1.526717557,1.471140498,-1,-1.5,133.0
N,Seravek,1.503759398,1.471667718,-35,0.5,78.0
N,ShreeDev0714,1.360544218,1.344704084,-24,0.5,67.0
N,SignPainter-HouseScript,1.57480315,1.56017636,-14,-15.5,147.0
N,Silom,1.342281879,1.336994856,-28,0,90.0
N,SinhalaMN,1.515151515,1.517378862,-39,0.5,89.0
N,SinhalaSangamMN,1.470588235,1.450327477,-48,0.5,65.0
N,Skia-Regular,1.515151515,1.501613838,-17,1,90.0
N,SnellRoundhand,1.388888889,1.334622192,-28,-39.5,173.0
N,StencilStd,1.342281879,1.327682022,1,0.5,113.0
N,SukhumvitSet-Medium,1.492537313,1.472849679,-62,0.5,70.0
N,Superclarendon-Regular,1.351351351,1.330767393,-30,-0.5,111.0
N,Symbol,1.388888889,1.357285039,6,0.5,67.0
N,Tahoma,1.379310345,1.35818516,-36,0.5,81.0
N,TamilMN,1.515151515,1.517378862,-39,0.5,89.0
N,TamilSangamMN,1.470588235,1.450327477,-9,0.5,65.0
N,TektonPro-Bold,1.515151515,1.50678574,-4,0.5,81.0
N,TeluguMN,1.515151515,1.517378862,-39,0.5,89.0
N,TeluguSangamMN,1.369863014,1.349660484,-33,0,65.0
N,Thonburi,1.324503311,1.297495346,-40,1,69.0
N,Times-Roman,1.481481481,1.484788007,-15,1,80.0
N,TimesNewRomanPS-BoldMT,1.481481481,1.482880242,-37,1.5,100.0
N,TimesNewRomanPSMT,1.481481481,1.482508729,-36,4,84.0
N,TrajanPro-Regular,1.290322581,1.281950371,2,2,100.0
N,Trattatello,1.652892562,1.615598282,-99,-0.5,117.0
N,Trebuchet-BoldItalic,1.379310345,1.37166371,-31,-6,93.0
N,TrebuchetMS,1.379310345,1.375560028,-32,0.5,86.0
N,Verdana,1.379310345,1.35818516,-36,0.5,73.0
N,Waseem,1.388888889,1.357285039,-20,0.5,67.0
N,WaseemLight,1.388888889,1.357285039,-20,0.5,67.0
N,Webdings,2.150537634,1.261447211,23,0.5,158.0
N,Wingdings-Regular,1.315789474,1.469388249,-38,0.5,162.0
N,Wingdings2,1.257861635,1.618312702,-40,0,182.0
N,Wingdings3,1.388888889,1.899762496,-76,0,207.0
N,Yantramanav-Regular,1.57480315,1.556239946,-45,0.5,72.0
N,ZapfDingbatsITC,1.388888889,1.357285039,-10,0.5,67.0
N,Zapfino,0.74906367,0.787688138,-54,-60,173.0
O,ACaslonPro-Regular,1.360544218,1.358742545,-4,0.5,73.0
O,AGaramondPro-Regular,1.438848921,1.452846117,-10,1,85.0
O,AdobeArabic-Regular,2.06185567,2.103309865,-62,0.5,91.0
O,AdobeDevanagari-Regular,1.587301587,1.616004432,-21,0,72.0
O,AdobeFanHeitiStd-Bold,1.265822785,1.294155249,-16,0,87.0
O,AdobeFangsongStd-Regular,1.307189542,1.32935918,-21,0.5,64.0
O,AdobeGothicStd-Bold,1.257861635,1.289151574,-16,1,106.0
O,AdobeHebrew-Regular,1.449275362,1.469420142,-11,0,79.0
O,AdobeHeitiStd-Regular,1.265822785,1.294155249,-16,0,87.0
O,AdobeKaitiStd-Regular,1.307189542,1.328869443,-21,0.5,66.0
O,AdobeMingStd-Light,1.315789474,1.353526288,-23,1,63.0
O,AdobeMyungjoStd-Medium,1.324503311,1.369850432,-25,2,63.0
O,AdobeNaskh-Medium,2.083333333,2.10559556,-29,1,82.0
O,AdobeSongStd-Light,1.526717557,1.551189852,-41,1,105.0
O,AlBayan,1.315789474,1.357285039,-39,0.5,65.0
O,AlNile,1.315789474,1.357285039,-17,0.5,65.0
O,AlTarikh,1.315789474,1.357285039,20,0.5,65.0
O,AmericanTypewriter,1.408450704,1.449054543,-38,0.5,71.0
O,AndaleMono,1.398601399,1.438215154,-34,0.5,107.0
O,Apple-Chancery,1.438848921,1.370502132,-59,-9.5,83.0
O,AppleBraille,1.25,1.297086098,-7,0.5,109.0
O,AppleColorEmoji,1.25,1.297086098,-35,0.5,109.0
O,AppleGothic,1.234567901,1.267837982,-17,1,63.0
O,AppleMyungjo,1.324503311,1.360017343,-23,1,68.0
O,AppleSDGothicNeo-Regular,1.449275362,1.475586221,-23,0.5,64.0
O,AppleSymbols,1.754385965,1.830990553,-27,1,73.0
O,Arial-Black,1.351351351,1.382812535,-56,0.5,119.0
O,ArialHebrew,1.315789474,1.357285039,-3,0.5,65.0
O,ArialHebrewScholar,1.315789474,1.357285039,-3,0.5,65.0
O,ArialMT,1.351351351,1.384324744,-29,0.5,70.0
O,ArialNarrow,1.351351351,1.384324744,-33,-0.5,81.0
O,ArialRoundedMTBold,1.351351351,1.359660112,-32,1,91.0
O,ArialUnicodeMS,1.351351351,1.384324744,-52,0.5,70.0
O,Athelas-Regular,1.481481481,1.482612102,-34,0.5,72.0
O,Avenir-Black,1.342281879,1.402208199,-44,0,109.0
O,AvenirNext-Regular,1.342281879,1.402208199,-44,0.5,95.0
O,AvenirNextCondensed-Regular,1.351351351,1.404325479,-45,0.5,110.0
O,Ayuthaya,1.242236025,1.296293642,-44,0.5,109.0
O,Baghdad,1.315789474,1.357285039,-29,0.5,65.0
O,BanglaMN,1.298701299,1.331138612,-44,0.5,97.0
O,BanglaSangamMN,1.398601399,1.450327477,-22,0.5,64.0
O,Baskerville,1.459854015,1.465791626,-35,0.5,98.0
O,Beirut,1.315789474,1.357285039,-8,1,89.0
O,BigCaslon-Medium,1.369863014,1.375987339,-30,0,86.0
O,BirchStd,1.342281879,1.342281879,0,0.5,192.0
O,BlackoakStd,1.342281879,1.33292108,0,0,197.0
O,BodoniOrnamentsITCTT,1.075268817,1.079973518,-25,-1,211.0
O,BodoniSvtyTwoITCTT-Book,1.398601399,1.402761642,-35,0,68.0
O,BodoniSvtyTwoOSITCTT-Book,1.398601399,1.402761642,-35,0,68.0
O,BodoniSvtyTwoSCITCTT-Book,1.398601399,1.402761642,-35,0,68.0
O,BradleyHandITCTT-Bold,1.960784314,1.743291476,-52,-2,136.0
O,BrushScriptMT,1.550387597,1.403977306,-28,-1,166.0
O,BrushScriptStd,1.449275362,1.317108169,9,-9,151.0
O,Chalkboard,1.398601399,1.444606263,-49,2,76.0
O,ChalkboardSE-Regular,1.398601399,1.445019118,-71,2.5,82.0
O,Chalkduster,1.204819277,1.243826212,-41,-4.5,133.0
O,Champagne&Limousines,1.418439716,1.426650747,-21,1,89.0
O,ChaparralPro-Regular,1.503759398,1.51260868,-15,0.5,66.0
O,CharlemagneStd-Bold,1.360544218,1.305029995,4,1,106.0
O,Charter-Black,1.428571429,1.467157678,-48,0,105.0
O,Cochin,1.459854015,1.493294713,-40,0.5,118.0
O,ComicSansMS,1.307189542,1.274499992,-48,-1,83.0
O,CooperBlackStd,1.379310345,1.370519828,0,0.5,126.0
O,Copperplate,1.869158879,1.866773092,-44,0.5,129.0
O,CorsivaHebrew,1.315789474,1.357285039,11,0.5,65.0
O,Courier,1.652892562,1.704041755,-34,0,72.0
O,CourierNewPS-BoldMT,1.612903226,1.664818891,-43,0.5,86.0
O,CourierNewPSMT,1.666666667,1.72378469,-49,1,64.0
O,DINAlternate-Bold,1.379310345,1.40062026,-33,0,114.0
O,DINCondensed-Bold,1.379310345,1.40062026,-1,1,167.0
O,Damascus,1.315789474,1.357285039,17,0.5,65.0
O,DamascusBold,1.315789474,1.357285039,17,1,89.0
O,DamascusLight,1.315789474,1.357285039,17,0.5,65.0
O,DamascusMedium,1.315789474,1.357285039,17,1,89.0
O,DamascusSemiBold,1.315789474,1.357285039,17,1,89.0
O,DecoTypeNaskh,1.315789474,1.357285039,-64,0.5,65.0
O,DevanagariMT,1.449275362,1.484788007,-42,1.5,72.0
O,DevanagariSangamMN,1.398601399,1.450327477,-39,0.5,64.0
O,Didot,1.351351351,1.378915942,-34,1,68.0
O,DiwanKufi,1.315789474,1.357285039,-93,0.5,65.0
O,DiwanMishafi,1.315789474,1.357285039,-11,0.5,65.0
O,DiwanMishafiGold,1.315789474,1.357285039,-11,0.5,65.0
O,DiwanThuluth,1.315789474,1.357285039,-41,0.5,65.0
O,EuphemiaUCAS,1.257861635,1.292772758,-45,0.5,64.0
O,Farah,1.315789474,1.357285039,-7,0.5,65.0
O,Farisi,1.315789474,1.357285039,-54,0.5,65.0
O,Futura-Medium,1.282051282,1.29743116,-38,1,85.0
O,GB18030Bitmap,1.25,1.297086098,-51,0.5,109.0
O,GeezaPro,1.315789474,1.357285039,-26,0.5,65.0
O,Geneva,1.25,1.298598776,-35,1,73.0
O,Georgia,1.379310345,1.419786766,-35,0.5,68.0
O,GiddyupStd,1.492537313,1.357023159,9,-7.5,121.0
O,GillSans,1.428571429,1.437548279,-35,0.5,94.0
O,GujaratiMT,1.449275362,1.484788007,-39,1.5,72.0
O,GujaratiSangamMN,1.136363636,1.180331752,-28,0.5,64.0
O,GurmukhiMN,1.481481481,1.517378862,-48,0.5,97.0
O,GurmukhiSangamMN,1.398601399,1.450327477,-49,0.5,64.0
O,Helvetica,1.315789474,1.378190854,-12,0.5,80.0
O,HelveticaNeue,1.333333333,1.388134014,-37,1,72.0
O,Herculanum,1.851851852,1.610751794,-20,0,122.0
O,HiraKakuPro-W3,1.265822785,1.298314558,-17,0,63.0
O,HiraKakuProN-W3,1.265822785,1.298314558,-17,0,63.0
O,HiraKakuStd-W8,1.156069364,1.182450884,-15,0.5,105.0
O,HiraKakuStdN-W8,1.156069364,1.182450884,-15,0.5,105.0
O,HiraMaruPro-W4,1.234567901,1.260407766,-16,0,66.0
O,HiraMaruProN-W4,1.234567901,1.260407766,-16,0,66.0
O,HiraMinPro-W3,1.333333333,1.363849566,-15,0.5,65.0
O,HiraMinProN-W3,1.333333333,1.363849566,-15,0.5,65.0
O,HiraginoSans-W3,1.265822785,1.298314558,-17,0,63.0
O,HiraginoSansGB-W3,1.265822785,1.298314558,-17,0,63.0
O,HoboStd,1.162790698,1.186206022,-5,0.5,125.0
O,HoeflerText-Regular,1.379310345,1.394658692,-7,0.5,87.0
O,ITFDevanagari-Book,1.449275362,1.484788007,-60,1.5,72.0
O,ITFDevanagariMarathi-Book,1.449275362,1.484788007,-60,1.5,72.0
O,Impact,1.212121212,1.250172339,-31,0.5,165.0
O,InaiMathi,1.438848921,1.495677989,-32,0,77.0
O,IowanOldStyle-Black,1.360544218,1.389171953,-49,0.5,117.0
O,Kailasa,1.315789474,1.357285039,-19,0.5,65.0
O,KannadaMN,1.481481481,1.5168707,-39,0.5,92.0
O,KannadaSangamMN,1.398601399,1.450327477,-46,0.5,64.0
O,Kefa-Regular,1.459854015,1.46354013,-39,0.5,86.0
O,KhmerMN,1.652892562,1.700078846,-72,1,98.0
O,KhmerSangamMN,1.379310345,1.428489768,-66,-2,66.0
O,KohinoorBangla-Regular,1.388888889,1.410059006,-51,0.5,80.0
O,KohinoorDevanagari-Regular,1.388888889,1.410059006,-51,0.5,80.0
O,KohinoorTelugu-Regular,1.388888889,1.410059006,-51,0.5,80.0
O,Kokonor,1.438848921,1.370502132,-48,-9.5,83.0
O,KozGoPr6N-Regular,1.27388535,1.298494376,-18,1,64.0
O,KozGoPro-Regular,1.27388535,1.298494376,-18,1,64.0
O,KozMinPr6N-Regular,1.307189542,1.328869443,-21,0.5,66.0
O,KozMinPro-Regular,1.307189542,1.328869443,-21,0.5,66.0
O,Krungthep,1.342281879,1.336994856,-34,0.5,136.0
O,KufiStandardGK,1.315789474,1.357285039,-32,0.5,65.0
O,LaoMN,1.481481481,1.517378862,-39,0.5,97.0
O,LaoSangamMN,1.398601399,1.450327477,-50,0.5,64.0
O,LetterGothicStd,1.342281879,1.37754756,-6,0.5,117.0
O,LithosPro-Regular,1.360544218,1.37731798,-4,0.5,81.0
O,Lucida Bright Demibold,1.315789474,1.353740375,-33,0.5,84.0
O,Lucida Bright Demibold Italic,1.315789474,1.351518297,-33,6.5,103.0
O,Lucida Bright Italic,1.315789474,1.351297139,-33,6,92.0
O,Lucida Bright Regular,1.315789474,1.353377016,-33,0.5,65.0
O,Lucida Sans Demibold,1.315789474,1.357285039,-34,1,89.0
O,Lucida Sans Regular,1.315789474,1.357285039,-33,0.5,65.0
O,Lucida Sans Typewriter Bold,1.315789474,1.364795884,-34,0,112.0
O,Lucida Sans Typewriter Regular,1.315789474,1.364071561,-34,0,96.0
O,LucidaBright,1.315789474,1.353377016,-33,0.5,65.0
O,LucidaGrande,1.315789474,1.357285039,-35,0.5,65.0
O,LucidaSans,1.315789474,1.357285039,-33,0.5,65.0
O,Luminari-Regular,1.351351351,1.218172745,-23,0,86.0
O,MalayalamMN,1.481481481,1.517378862,-57,0.5,97.0
O,MalayalamSangamMN,1.398601399,1.450327477,-22,0.5,64.0
O,Marion-Regular,1.459854015,1.481397248,-8,0,71.0
O,MarkerFelt-Thin,1.19760479,1.175298302,-7,-0.5,171.0
O,Menlo-Regular,1.324503311,1.359633448,-30,0.5,119.0
O,MesquiteStd,1.307189542,1.303533068,-1,1,192.0
O,MicrosoftSansSerif,1.351351351,1.384324744,-31,0.5,70.0
O,MinionPro-Regular,1.481481481,1.504111734,-14,0,75.0
O,Monaco,1.25,1.297086098,-35,0.5,109.0
O,MonotypeGurmukhi,1.315789474,1.357285039,-22,0.5,65.0
O,Montserrat-Regular,1.398601399,1.421263326,-39,0.5,91.0
O,Mshtakan,1.449275362,1.484788007,-37,1.5,72.0
O,MshtakanBold,1.408450704,1.443884217,-34,0.5,91.0
O,MshtakanBoldOblique,1.428571429,1.460703649,-36,1,113.0
O,MshtakanOblique,1.470588235,1.503372519,-40,-4.5,103.0
O,Muna,1.315789474,1.357285039,-4,0.5,65.0
O,MunaBlack,1.315789474,1.357285039,-4,1,89.0
O,MunaBold,1.315789474,1.357285039,-4,1,89.0
O,MyanmarMN,1.481481481,1.517378862,-52,0.5,97.0
O,MyanmarSangamMN,1.398601399,1.450327477,-38,0.5,64.0
O,MyriadArabic-Regular,2.02020202,2.058044128,-43,0.5,65.0
O,MyriadHebrew-Regular,1.438848921,1.470704313,-14,0.5,65.0
O,MyriadPro-Regular,1.438848921,1.471506347,-14,0.5,65.0
O,Nadeem,1.315789474,1.357285039,-29,0.5,65.0
O,NewPeninimMT,1.315789474,1.357285039,-3,0.5,65.0
O,Noteworthy-Light,1.129943503,1.125474972,-51,2,83.0
O,NotoNastaliqUrdu,1.315789474,1.357285039,-163,0.5,65.0
O,NuevaStd-Cond,1.587301587,1.599716912,-11,0.5,154.0
O,OCRAStd,1.290322581,1.290004454,0,0.5,168.0
O,Optima-Regular,1.408450704,1.423112574,-35,0.5,109.0
O,OratorStd,1.459854015,1.481003851,-1,0.5,144.0
O,OriyaMN,1.481481481,1.517378862,-39,0.5,97.0
O,OriyaSangamMN,1.19760479,1.24021996,-35,0.5,65.0
O,PTMono-Regular,1.379310345,1.412577162,-29,0.5,98.0
O,PTSans-Regular,1.379310345,1.40528931,-30,0.5,77.0
O,PTSerif-Regular,1.379310345,1.395899657,-45,0.5,68.0
O,Palatino-Roman,1.388888889,1.408397709,-19,0.5,94.0
O,Papyrus,1.481481481,1.474158176,-42,0.5,176.0
O,Phosphate-Inline,1.428571429,1.487611505,-46,0,129.0
O,PingFangHK-Regular,1.351351351,1.391330364,-51,1,71.0
O,PingFangSC-Regular,1.351351351,1.391330364,-51,1,71.0
O,PingFangTC-Regular,1.351351351,1.391330364,-51,1,71.0
O,PlantagenetCherokee,1.428571429,1.431334656,-2,0.5,73.0
O,PoplarStd,1.324503311,1.335955608,-3,0.5,180.0
O,PrestigeEliteStd-Bd,1.6,1.642658376,-11,1,73.0
O,Raanana,1.449275362,1.484788007,-11,1.5,72.0
O,RaananaBold,1.408450704,1.443884217,-9,0.5,91.0
O,Roboto-Regular,1.369863014,1.392625746,-32,0.5,81.0
O,Rockwell-Regular,1.315789474,1.328011744,6,0,84.0
O,RosewoodStd-Regular,1.315789474,1.328300786,-15,-9.5,148.0
O,STHeitiSC-Medium,1.307189542,1.347612508,-5,0,90.0
O,STHeitiTC-Medium,1.307189542,1.347612508,-5,0,90.0
O,STIXGeneral-Regular,1.449275362,1.484381136,-61,0,72.0
O,STIXIntegralsD-Regular,1.315789474,1.357285039,-200,0.5,65.0
O,STIXIntegralsSm-Regular,1.315789474,1.357285039,-47,0.5,65.0
O,STIXIntegralsUp-Regular,1.315789474,1.357285039,-47,0.5,65.0
O,STIXIntegralsUpD-Regular,1.315789474,1.357285039,-200,0.5,65.0
O,STIXIntegralsUpSm-Regular,1.315789474,1.357285039,-47,0.5,65.0
O,STIXNonUnicode-Regular,1.315789474,1.357285039,-101,0.5,65.0
O,STIXSizeFiveSym-Regular,1.315789474,1.357285039,-35,0.5,65.0
O,STIXSizeFourSym-Regular,1.315789474,1.357285039,-257,0.5,65.0
O,STIXSizeOneSym-Regular,1.315789474,1.357285039,-120,0.5,65.0
O,STIXSizeThreeSym-Regular,1.315789474,1.357285039,-257,0.5,65.0
O,STIXSizeTwoSym-Regular,1.315789474,1.357285039,-188,0.5,65.0
O,STIXVariants-Regular,1.315789474,1.357285039,-47,0.5,65.0
O,STSong,1.538461538,1.529925851,-18,0,98.0
O,STSongti-SC-Regular,1.538461538,1.529925851,-49,0.5,97.0
O,Sana,1.315789474,1.357285039,-6,0.5,65.0
O,Sathu,1.25,1.298598776,-23,1,73.0
O,SavoyeLetPlain,1.515151515,1.471140498,-4,2,83.0
O,Seravek,1.449275362,1.471667718,-39,0.5,70.0
O,ShreeDev0714,1.315789474,1.344704084,-27,0.5,63.0
O,SignPainter-HouseScript,1.550387597,1.56017636,-16,-9.5,126.0
O,Silom,1.342281879,1.336994856,-28,0.5,136.0
O,SinhalaMN,1.481481481,1.517378862,-39,0.5,97.0
O,SinhalaSangamMN,1.398601399,1.450327477,-53,0.5,64.0
O,Skia-Regular,1.449275362,1.501613838,-22,0.5,69.0
O,SnellRoundhand,1.388888889,1.334622192,-28,-38.5,151.0
O,StencilStd,1.290322581,1.327682022,-3,1,124.0
O,SukhumvitSet-Medium,1.449275362,1.472849679,-65,0,64.0
O,Superclarendon-Regular,1.290322581,1.330767393,-35,1,88.0
O,Symbol,1.315789474,1.357285039,1,0.5,65.0
O,Tahoma,1.324503311,1.35818516,-41,0.5,70.0
O,TamilMN,1.481481481,1.517378862,-39,0.5,97.0
O,TamilSangamMN,1.398601399,1.450327477,-14,0.5,64.0
O,TektonPro-Bold,1.449275362,1.50678574,-8,1.5,95.0
O,TeluguMN,1.481481481,1.517378862,-39,0.5,97.0
O,TeluguSangamMN,1.298701299,1.349660484,-38,0.5,65.0
O,Thonburi,1.242236025,1.297495346,-46,0.5,73.0
O,Times-Roman,1.449275362,1.484788007,-16,1.5,72.0
O,TimesNewRomanPS-BoldMT,1.459854015,1.482880242,-37,0.5,93.0
O,TimesNewRomanPSMT,1.449275362,1.482508729,-37,1,70.0
